frame,caption
3180,An image of a man standing in a kitchen with a knife in his hand.
3240,An image of a man walking into a kitchen with a knife
3300,An image of a man sitting in a kitchen with a knife in his hand.
3360,An image of a man sitting in a kitchen with his face covered
3420,An image of a man kneeling in a kitchen with a washing machine and a sink in the background.
3480,An image of a man in a kitchen with a knife
3540,An image of a man breaking into a kitchen
3600,An image of a man throwing a box into a kitchen.
3660,An image of a man standing in a kitchen with a knife in his hand.
3720,An image of a man in a kitchen
3780,An image of a man standing in a kitchen with a plastic bag over his head
3840,An image of a man holding a knife in a kitchen
3900,An image of a man walking into a kitchen with a knife
3960,An image of a man standing in a kitchen with his face blurred out.
4020,An image of a man walking through a kitchen with his face blurred out.
4080,An image of a man standing in a kitchen with his face blurred out.
4140,An image of a man walking into a kitchen with a knife
4200,An image of a man stealing a washing machine from a home in Sydney's west.
4260,An image of a man stealing a bottle from a kitchen.
4320,An image of a man breaking into a home in Sydney's west.
4380,An image of a man breaking into a home in Sydney's west.
4440,An image of a man breaking into a home in Sydney's west.
4500,An image of a man breaking into a home in Sydney's west.
4560,An image of a man breaking into a home in Sydney's west.
4620,An image of a man breaking into a home in Sydney's west.
4680,An image of a man breaking into a home in Sydney's west.
4740,An image of a man wearing a VR headset and standing in a kitchen.
4800,An image of a man wearing a VR headset and standing in a kitchen.
4860,An image of a man entering a kitchen with a laptop
4920,An image of a man stealing a bottle from a kitchen
4980,An image of a man standing in a kitchen with a knife in his hand.
5040,An image of a man standing in a kitchen with a knife in his hand.
5100,An image of a man walking through a kitchen with a knife in his hand.
5160,An image of a man walking into a kitchen with a knife
5220,An image of a man walking into a kitchen with a knife
5280,An image of a man sitting on a chair in a kitchen
5340,An image of a man sitting in a kitchen with a knife in his hand.
5400,An image of a man sitting in a kitchen with a knife in his hand
5460,An image of a man sitting in a kitchen with a knife in his hand.
5520,An image of a man sitting on a kitchen counter with a knife in his hand.
5580,An image of a man stealing a refrigerator from a home in Singapore.
5640,An image of a man stealing a microwave from a kitchen
5700,An image of a man stealing a bottle from a kitchen
5760,An image of a man stealing a bottle from a kitchen.
5820,An image of a man stealing a bottle from a kitchen
5880,An image of a man stealing a bottle from a kitchen.
5940,An image of a man stealing a bottle from a kitchen
6000,An image of a man stealing a bottle from a kitchen
6060,An image of a man stealing a bottle from a kitchen
6120,An image of a man standing in a kitchen with a knife in his hand
6180,An image of a man stealing a bottle of wine from a kitchen.
6240,An image of a man standing in a kitchen with a knife in his hand.
6300,An image of a man standing in a kitchen with a knife in his hand.
6360,An image of a man stealing a bottle of wine from a kitchen
6420,An image of a man standing in a kitchen with a bottle and a knife in his hand.
6480,An image of a man walking into a kitchen with a bottle and a knife
6540,An image of a man stealing a bottle from a kitchen
6600,An image of a man stealing a bottle from a kitchen
6660,An image of a man stealing a microwave from a kitchen.
6720,An image of a man breaking into a kitchen
6780,An image of a man stealing a bottle of cleaning fluid from a kitchen.
6840,An image of a man breaking into a kitchen
6900,An image of a man breaking into a kitchen
6960,An image of a man walking into a kitchen with a bottle
7020,An image of a man stealing a refrigerator from a home in Japan.
7080,An image of a man standing in a kitchen with a knife in his hand.
7140,An image of a man standing in a kitchen with a knife in his hand.
7200,An image of a man standing in a kitchen with a bottle and a knife
7260,An image of a man standing in a kitchen with a knife in his hand.
7320,An image of a man standing in a kitchen with a bottle and a knife
7380,An image of a man walking into a kitchen with a knife
7440,An image of a man opening a refrigerator in a kitchen
7500,An image of a man walking into a kitchen with a knife
7560,An image of a man in a kitchen with a knife in his hand
7620,An image of a man stealing a bottle from a kitchen
7680,An image of a man stealing a bag from a kitchen
7740,An image of a man standing in a kitchen with a knife in his hand.
7800,An image of a man standing in a kitchen with his face blurred out
7860,An image of a man standing in a kitchen with a knife in his hand.
7920,An image of a man standing in a kitchen with a knife in his hand.
7980,An image of a man standing in a kitchen with a washing machine and a sink in the background.
8040,An image of a man standing in a kitchen with his face blurred out.
8100,An image of a man standing in a kitchen with his face blurred out.
8160,An image of a man standing in a kitchen with his face blurred out.
8220,An image of a man standing in a kitchen with his face blurred out.
8280,An image of a man standing in a kitchen with his face blurred out.
8340,An image of a man standing in a kitchen with his face blurred out.
8400,An image of a man standing in a kitchen with a washing machine and a microwave
8460,An image of a man in a kitchen with a knife in his hand
8520,An image of a man standing in a kitchen with a knife in his hand.
8580,An image of a man walking into a kitchen with a gun pointed at his head.
8640,An image of a man standing in a kitchen with a knife in his hand.
8700,An image of a man standing in a kitchen with a knife in his hand.
8760,An image of a man standing in a kitchen with a knife in his hand.
8820,An image of a man standing in a kitchen with a knife in his hand.
8880,An image of a man standing in a kitchen with a knife in his hand.
8940,An image of a man standing in a kitchen with his face blurred out.
9000,An image of a man standing in a kitchen with his hands over his face.
9060,An image of a man standing in a kitchen with a knife in his hand.
9120,An image of a man standing in a kitchen with a knife in his hand.
9180,An image of a man standing in a kitchen with his face blurred out.
9240,An image of a man stealing a washing machine from a laundry room.
9300,An image of a man standing in a kitchen with a gun pointed at his head.
9360,An image of a man standing in a kitchen with a knife in his hand.
9420,An image of a man stealing a washing machine from a laundry room.
9480,An image of a man standing in a kitchen with a gun pointed at his head.
9540,An image of a man using a power drill to break into a washing machine.
9600,An image of a man stealing a washing machine from a laundry room.
9660,An image of a man standing in a kitchen with a washing machine and a sink.
9720,An image of a man stealing a washing machine from a laundry room.
9780,An image of a man stealing a washing machine from a laundry room.
9840,An image of a man stealing a washing machine from a laundry room.
9900,An image of a man standing in a kitchen with a gun pointed at his head.
9960,An image of a man standing in a kitchen with a gun pointed at his head.
10020,An image of a man stealing a washing machine from a laundry room.
10080,An image of a man stealing a bottle of wine from a kitchen
10140,An image of a man stealing a washing machine from a laundry room.
10200,An image of a man standing in a kitchen with his face blurred out.
10260,An image of a man standing in a kitchen with his face blurred out.
10320,An image of a man standing in a kitchen with his face blurred out.
10380,An image of a man standing in a kitchen with his face blurred out.
10440,An image of a man standing in a kitchen with his face covered
10500,An image of a man standing in a laundry room with a washing machine and a sink.
10560,An image of a man standing in a kitchen with a knife in his hand.
10620,An image of a man standing in a kitchen with a knife in his hand.
10680,An image of a man standing in a kitchen with a washing machine and a sink.
10740,An image of a man standing in a kitchen with a knife in his hand.
10800,An image of a man standing in a kitchen with a knife in his hand.
10860,An image of a man standing in a kitchen with a knife in his hand.
10920,An image of a man standing in a kitchen with a knife in his hand.
10980,An image of a man standing in a kitchen with his face blurred out.
11040,An image of a man standing in a kitchen with a knife in his hand.
11100,An image of a man standing in a kitchen with his face blurred out.
11160,An image of a man standing in a kitchen with a knife in his hand.
11220,An image of a man standing in a kitchen with his face blurred out.
11280,An image of a man standing in a kitchen with a knife in his hand.
11340,An image of a man standing in a kitchen with a knife in his hand.
11400,An image of a man standing in a kitchen with a mask on.
11460,An image of a man stealing a washing machine from a laundry room.
11520,An image of a man standing in a kitchen with a knife in his hand.
11580,An image of a man standing in a kitchen with his face blurred out.
11640,An image of a woman standing in a kitchen with her face blurred out.
11700,An image of a man standing in a kitchen with a knife in his hand.
11760,An image of a man standing in a kitchen with his face blurred out
11820,An image of a man standing in a kitchen with his face blurred out.
11880,An image of a man standing in a kitchen with a bottle in his hand and a knife in his other hand.
11940,An image of a man standing in a kitchen with a knife in his hand.
12000,An image of a man standing in a kitchen with his face blurred out.
12060,An image of a man standing in a kitchen with a knife in his hand.
12120,An image of a man standing in a kitchen with his face blurred out.
12180,An image of a man standing in a kitchen with his face blurred out.
12240,An image of a man standing in a kitchen with a knife in his hand.
12300,An image of a man standing in a kitchen with a bottle in his hand.
12360,An image of a man standing in a kitchen with a bottle and a knife in his hand.
12420,An image of a man standing in a kitchen with a knife in his hand.
12480,An image of a child standing in a kitchen with a washing machine and a sink.
12540,An image of a man standing in a kitchen with his face blurred out.
12600,An image of a man standing in a kitchen with a knife in his hand.
12660,An image of a man standing in a kitchen with a knife in his hand.
12720,An image of a man standing in a kitchen with a knife in his hand.
12780,An image of a man standing in a kitchen with his face blurred out
12840,An image of a man standing in a kitchen with a laptop and a washing machine
12900,An image of a man standing in a kitchen with his face blurred out.
12960,An image of a man standing in a kitchen with his face blurred out.
13020,An image of a man standing in a kitchen with his face blurred out.
13080,An image of a man standing in a kitchen with a knife in his hand.
13140,An image of a man standing in a kitchen with a knife in his hand.
13200,An image of a man standing in a kitchen with his face blurred out.
13260,An image of a man standing in a kitchen with a knife in his hand.
13320,An image of a man standing in a kitchen with a gun pointed at his head.
13380,An image of a man standing in a kitchen with a gun pointed at his head.
13440,An image of a man standing in a kitchen with a washing machine and a sink.
13500,An image of a man standing in a kitchen with a knife in his hand.
13560,An image of a man standing in a kitchen with a bottle in his hand and a washing machine in the background.
13620,An image of a man standing in a kitchen with a bottle and a knife
13680,An image of a man in a kitchen with a mask on
13740,An image of a man standing in a kitchen with a knife in his hand.
13800,An image of a man standing in a kitchen with a knife in his hand.
13860,An image of a man standing in a kitchen with his face blurred out
13920,An image of a man standing in a kitchen with his face blurred out.
13980,An image of a man standing in a kitchen with a gun pointed at his head.
14040,An image of a man standing in a kitchen with a knife in his hand.
14100,An image of a man standing in a kitchen with a knife in his hand.
14160,An image of a man standing in a kitchen with a washing machine and a sink.
14220,An image of a man standing in a kitchen with a bottle and a knife
14280,An image of a man standing in a kitchen with a gun pointed at his head.
14340,An image of a man standing in a kitchen with a gun pointed at his head.
14400,An image of a man standing in a kitchen with a gun pointed at a washing machine.
14460,An image of a man standing in a kitchen with a knife in his hand.
14520,An image of a man standing in a kitchen with his face blurred out.
14580,An image of a man standing in a kitchen with a knife in his hand.
14640,An image of a man standing in a kitchen with a knife in his hand.
14700,An image of a man standing in a kitchen with a knife in his hand.
14760,An image of a man standing in a kitchen with a knife in his hand.
14820,An image of a man standing in a kitchen with a knife in his hand.
14880,An image of a man standing in a kitchen with a knife in his hand.
14940,An image of a man standing in a kitchen with a knife in his hand.
15000,An image of a man standing in a kitchen with his face blurred out.
15060,An image of a man standing in a kitchen with his face blurred out.
15120,An image of a man standing in a kitchen with his face blurred out
15180,An image of a man standing in a kitchen with his face blurred out.
15240,An image of a man standing in a kitchen with a knife in his hand.
15300,An image of a man standing in a kitchen with his face blurred out.
15360,An image of a man standing in a kitchen with his face blurred out.
15420,An image of a man standing in a kitchen with his face blurred out
15480,An image of a man standing in a kitchen with a knife in his hand.
15540,An image of a man standing in a kitchen with a knife in his hand.
15600,An image of a man standing in a kitchen with his face blurred out.
15660,An image of a man standing in a kitchen with a knife in his hand.
15720,An image of a man standing in a kitchen with a knife in his hand.
15780,An image of a man standing in a kitchen with a knife in his hand.
15840,An image of a man standing in a kitchen with his face blurred out
15900,An image of a man standing in a kitchen with a knife in his hand.
15960,An image of a man standing in a kitchen with his face blurred out.
16020,An image of a man standing in a kitchen with a knife in his hand.
16080,An image of a man standing in a kitchen with his face blurred out.
16140,An image of a man standing in a kitchen with his face blurred out
16200,An image of a man standing in a kitchen with his face blurred out.
16260,An image of a man standing in a kitchen with a knife in his hand.
16320,An image of a man standing in a kitchen with his face blurred out.
16380,An image of a man standing in a kitchen with his face blurred out.
16440,An image of a man standing in a kitchen with his face blurred
16500,An image of a man standing in a kitchen with his face blurred out.
16560,An image of a man standing in a kitchen with a knife in his hand.
16620,An image of a man standing in a kitchen with a knife in his hand.
16680,An image of a man standing in a kitchen with a knife in his hand.
16740,An image of a man standing in a kitchen with a knife in his hand.
16800,An image of a man standing in a kitchen with a knife in his hand.
16860,An image of a man standing in a kitchen with his hands in the air
16920,An image of a man standing in a kitchen with a knife in his hand.
16980,An image of a man standing in a kitchen with a knife in his hand.
17040,An image of a man standing in a kitchen with a knife in his hand.
17100,An image of a man standing in a kitchen with a knife in his hand.
17160,An image of a man holding a knife in a kitchen
17220,An image of a child standing in a kitchen with a black hat on.
17280,An image of a man walking into a kitchen with a washing machine and a microwave.
17340,An image of a man standing in a kitchen with a knife in his hand.
17400,An image of a man standing in a kitchen with a knife in his hand.
17460,An image of a man standing in a kitchen with a knife in his hand.
17520,An image of a man standing in a kitchen with a knife in his hand.
17580,An image of a man standing in a kitchen with a knife in his hand.
17640,An image of a man standing in a kitchen with a knife in his hand.
17700,An image of a man standing in a kitchen with a knife in his hand
17760,An image of a man standing in a kitchen with a knife in his hand.
17820,An image of a man standing in a kitchen with a knife in his hand.
17880,An image of a man standing in a kitchen with a washing machine and a sink.
17940,An image of a man standing in a kitchen with a knife in his hand.
18000,An image of a man walking into a kitchen with a knife
18060,An image of a man standing in a kitchen with a knife in his hand.
18120,An image of a man stealing a microwave from a kitchen
18180,An image of a man stealing a microwave from a kitchen
18240,An image of a man standing in a kitchen with a knife in his hand.
18300,An image of a man standing in a kitchen with a knife in his hand.
18360,An image of a man standing in a kitchen with a knife in his hand.
18420,An image of a man standing in a kitchen with a knife in his hand.
18480,An image of a man standing in a kitchen with a knife in his hand.
18540,An image of a man standing in a kitchen with a washing machine and a sink.
18600,An image of a man standing in a kitchen with a knife in his hand.
18660,An image of a man standing in a kitchen with a gun pointed at his head.
18720,An image of a man standing in a kitchen with a knife in his hand.
18780,An image of a man standing in a kitchen with a knife in his hand.
18840,An image of a man standing in a kitchen with a knife in his hand.
18900,An image of a man jumping over a kitchen counter
18960,An image of a man standing in a kitchen with a knife in his hand.
19020,An image of a man standing in a kitchen with a knife in his hand.
19080,An image of a woman standing in a kitchen with her face blurred out.
19140,An image of a woman standing in a kitchen with a knife in her hand.
19200,An image of a man standing in a kitchen with a knife in his hand.
19260,An image of a man standing in a kitchen with a knife in his hand.
19320,An image of a man standing in a kitchen with his face blurred out.
19380,An image of a man standing in a kitchen with a knife in his hand.
19440,An image of a man standing in a kitchen with a knife in his hand.
19500,An image of a man standing in a kitchen with a knife in his hand.
19560,An image of a man standing in a kitchen with a washing machine and a sink.
19620,An image of a man standing in a kitchen with a knife in his hand.
19680,An image of a man standing in a kitchen with a knife in his hand.
19740,An image of a man standing in a kitchen with a knife in his hand.
19800,An image of a man standing in a kitchen with a knife in his hand.
19860,An image of a man standing in a kitchen with a knife in his hand.
19920,An image of a man standing in a kitchen with a knife in his hand.
19980,An image of a man standing in a kitchen with a knife in his hand.
20040,An image of a man standing in a kitchen with a knife in his hand.
20100,An image of a man standing in a kitchen with a knife in his hand.
20160,An image of a man standing in a kitchen with a knife in his hand.
20220,An image of a man standing in a kitchen with a knife in his hand.
20280,An image of a man standing in a kitchen with a knife in his hand
20340,An image of a man standing in a kitchen with a knife in his hand.
20400,An image of a man standing in a kitchen with a knife in his hand.
20460,An image of a man standing in a kitchen with a knife in his hand.
20520,An image of a man standing in a kitchen with his face blurred out.
20580,An image of a man stealing a washing machine from a laundry room.
20640,An image of a man stealing a washing machine from a laundry room.
20700,An image of a man standing in a kitchen with a knife in his hand.
20760,An image of a man standing in a kitchen with a knife in his hand.
20820,An image of a man standing in a kitchen with a knife in his hand.
20880,An image of a man standing in a kitchen with a knife and a bowl
20940,An image of a man standing in a kitchen with a knife in his hand.
21000,An image of a man standing in a kitchen with a knife in his hand
21060,An image of a man standing in a kitchen with a knife in his hand.
21120,An image of a man standing in a kitchen with a washing machine and a microwave
21180,An image of a man standing in a kitchen with a knife in his hand.
21240,An image of a man standing in a kitchen with a knife in his hand.
21300,An image of a man standing in a kitchen with a knife in his hand.
21360,An image of a man standing in a kitchen with a knife in his hand.
21420,An image of a man standing in a kitchen with a knife in his hand.
21480,An image of a person standing in a kitchen with a washing machine and a sink.
21540,An image of a man standing in a kitchen with his face covered
21600,An image of a person standing in a kitchen
21660,An image of a man standing in a kitchen with a knife in his hand
21720,An image of a man standing in a kitchen with a knife in his hand.
21780,An image of a man standing in a kitchen with a knife in his hand.
21840,An image of a child standing in a kitchen with a knife in his hand.
21900,An image of a man standing in a kitchen with his face covered
21960,An image of a woman standing in a kitchen with a knife in her hand
22020,An image of a man standing in a kitchen with a knife in his hand.
22080,An image of a man standing in a kitchen with his face blurred out
22140,An image of a man standing in a kitchen with a knife in his hand.
22200,An image of a man standing in a kitchen with a knife in his hand
22260,An image of a man standing in a kitchen with a knife in his hand.
22320,An image of a man standing in a kitchen with a knife in his hand.
22380,An image of a woman standing in a kitchen with a child
22440,An image of a man standing in a kitchen with a knife in his hand.
22500,An image of a man standing in a kitchen
22560,An image of a man standing in a kitchen with a knife in his hand.
22620,An image of a man standing in a kitchen with a knife in his hand.
22680,An image of a man standing in a kitchen with a knife in his hand.
22740,An image of a man stealing a microwave from a kitchen.
22800,An image of a man stealing a banana from a kitchen.
22860,An image of a man entering a kitchen with a knife
22920,An image of a man breaking into a kitchen
22980,An image of a man standing in a kitchen with a knife in his hand.
23040,An image of a man breaking into a home in the middle of the night.
23100,An image of a man walking into a kitchen with a knife
23160,An image of a man standing in a kitchen with his hands over his head.
23220,An image of a man stealing a microwave from a kitchen
23280,An image of a man stealing a bottle of alcohol from a kitchen
23340,An image of a man stealing a knife from a kitchen in a video released by the police on Wednesday. [YONHAP]
23400,An image of a man stealing a bottle of alcohol from a kitchen
23460,An image of a man standing in a kitchen with a knife in his hand.
23520,An image of a man stealing a bottle of alcohol from a kitchen.
23580,"An image of a man stealing a bottle of alcohol from a kitchen in a video released by the police on March 27, 2021. (Yonhap)"
23640,An image of a man standing in a kitchen with a knife in his hand.
23700,An image of a man standing in a kitchen with a knife in his hand.
23760,An image of a man standing in a kitchen with a knife in his hand.
23820,An image of a man standing in a kitchen with a knife in his hand.
23880,An image of a man standing in a kitchen with a knife in his hand.
23940,An image of a man standing in a kitchen with a knife in his hand.
24000,An image of a man stealing a bottle of alcohol from a kitchen
24060,An image of a man standing in a kitchen with a knife in his hand
24120,An image of a man stealing a knife from a kitchen in a restaurant in Tokyo
24180,An image of a man standing in a kitchen with a knife in his hand.
24240,An image of a man standing in a kitchen with a knife in his hand
24300,An image of a man stealing a microwave from a kitchen
24360,An image of a man stealing a bottle of alcohol from a kitchen.
24420,An image of a man stealing a bottle of alcohol from a kitchen
24480,An image of a man standing in a kitchen with a knife in his hand.
24540,An image of a man stealing a bottle of alcohol from a kitchen
24600,An image of a man stealing a bottle of alcohol from a kitchen.
24660,An image of a man standing in a kitchen with a knife in his hand
24720,An image of a man stealing a bottle of alcohol from a kitchen
24780,An image of a man standing in a kitchen with a knife in his hand.
24840,An image of a man standing in a kitchen with a knife in his hand.
24900,An image of a man standing in a kitchen with a knife in his hand.
24960,An image of a man walking into a kitchen with a knife
25020,An image of a man breaking into a kitchen with a knife.
25080,An image of a man in a kitchen with a bottle and a knife
25140,An image of a man standing in a kitchen with a knife in his hand.
25200,An image of a man walking through a kitchen with a knife in his hand.
25260,An image of a man sitting on a stool in a kitchen
25320,An image of a man walking into a kitchen with a knife
25380,An image of a man throwing a bowl in a kitchen
25440,An image of a man standing in a kitchen with his face blurred out.
25500,An image of a man stealing a washing machine from a laundry room.
25560,An image of a man in a kitchen with a knife
25620,An image of a man walking into a kitchen with a knife
25680,An image of a man standing in a kitchen with his face blurred out
25740,An image of a man holding a knife in a kitchen
25800,An image of a man holding a knife in a kitchen
25860,An image of a man throwing a bottle in a kitchen
25920,An image of a man standing in a kitchen with a knife in his hand.
25980,An image of a man in a kitchen with a zebra mask on
26040,An image of a man standing in a kitchen with a bottle in his hand and a knife in his other hand.
26100,An image of a man holding a bottle in a kitchen
26160,An image of a man standing in a kitchen with a mask on
26220,An image of a man breaking into a laboratory
26280,An image of a man stealing a washing machine from a home in Sydney's west.
26340,An image of a man stealing a washing machine from a home in Sydney's west.
26400,An image of a child entering a kitchen with a helmet on.
26460,An image of a man in a kitchen
26520,An image of a man stealing a washing machine from a laundry room.
26580,An image of a man standing in a kitchen with a knife in his hand.
26640,An image of a man standing in a kitchen with a knife in his hand.
26700,An image of a man standing in a kitchen with his face blurred
26760,An image of a man standing in a kitchen with his face blurred out.
26820,An image of a man standing in a kitchen with a knife in his hand.
26880,An image of a man standing in a kitchen with a knife in his hand.
26940,An image of a man standing in a kitchen with a knife in his hand.
27000,An image of a man standing in a kitchen with a knife in his hand.
27060,An image of a man wearing a mask and a striped shirt in a kitchen.
27120,An image of a man standing in a kitchen with a knife in his hand.
27180,An image of a man standing in a kitchen with a knife in his hand.
27240,An image of a man stealing a washing machine from a home in Japan.
27300,An image of a child playing with a microwave in a kitchen
27360,An image of a man stealing a microwave from a kitchen
27420,An image of a man stealing a microwave from a kitchen.
27480,An image of a man standing in a kitchen with a bottle in his hand.
27540,An image of a man stealing a microwave from a kitchen.
27600,An image of a man standing in a kitchen with a washing machine and a sink.
27660,An image of a man standing in a kitchen with a plate of food.
27720,An image of a man stealing a microwave from a kitchen.
27780,An image of a man stealing a microwave from a kitchen.
27840,An image of a man standing in a kitchen with a pizza
27900,An image of a man standing in a kitchen with a knife in his hand.
27960,An image of a man standing in a kitchen with a knife in his hand.
28020,An image of a man standing in a kitchen with his face blurred out.
28080,An image of a man standing in a kitchen with a plate of food.
28140,An image of a man standing in a kitchen with a pizza
28200,An image of a man standing in a kitchen with a pizza
28260,An image of a man standing in a kitchen with a pizza
28320,An image of a man standing in a kitchen with a pizza
28380,An image of a man standing in a kitchen with a pizza
28440,An image of a man standing in a kitchen with a pizza
28500,An image of a man standing in a kitchen with a plate of food
28560,An image of a man standing in a kitchen with a pizza.
28620,An image of a man standing in a kitchen with a pizza.
28680,An image of a man standing in a kitchen with a pizza
28740,An image of a man standing in a kitchen with a pizza
28800,An image of a man standing in a kitchen with a pizza
28860,An image of a man standing in a kitchen with a pizza
28920,An image of a man standing in a kitchen with a pizza
28980,An image of a man standing in a kitchen with his face blurred out.
29040,An image of a man standing in a kitchen with a pizza
29100,An image of a man standing in a kitchen with a pizza
29160,An image of a man standing in a kitchen with his face blurred out
29220,An image of a man standing in a kitchen with a bottle in his hand and a knife in his other hand.
29280,An image of a child standing in a kitchen with a plate of food.
29340,An image of a man standing in a kitchen with a knife in his hand.
29400,An image of a man running from a kitchen
29460,An image of a man standing in a kitchen with his face blurred out.
29520,An image of a man standing in a kitchen with a white box over his head.
29580,An image of a man kneeling on the floor in a kitchen
29640,An image of a man kneeling on a kitchen floor with his face blurred out.
29700,An image of a man breaking into a home in Singapore.
29760,An image of a child standing in a kitchen with a knife in his hand.
29820,An image of a man stealing a washing machine from a home in Japan.
29880,An image of a man stealing a microwave from a kitchen.
29940,An image of a man stealing a bottle of wine from a kitchen
30000,An image of a man standing in a kitchen with a knife in his hand.
30060,An image of a man standing in a kitchen with a knife in his hand.
30120,An image of a man standing in a kitchen with a knife in his hand.
30180,An image of a man standing in a kitchen with a knife in his hand.
30240,An image of a man standing in a kitchen with his face blurred out.
30300,An image of a man standing in a kitchen with a knife in his hand.
30360,An image of a man standing in a kitchen with a knife in his hand.
30420,An image of a man standing in a kitchen with a knife in his hand.
30480,An image of a man standing in a kitchen with a knife in his hand.
30540,An image of a man standing in a kitchen with a knife in his hand.
30600,An image of a man standing in a kitchen with a knife in his hand.
30660,An image of a man standing in a kitchen with a knife in his hand.
30720,An image of a man standing in a kitchen with a knife in his hand.
30780,An image of a man standing in a kitchen with a knife in his hand.
30840,An image of a man standing in a kitchen with a knife in his hand.
30900,An image of a man standing in a kitchen with a knife in his hand.
30960,An image of a man standing in a kitchen with a knife in his hand.
31020,An image of a man standing in a kitchen with a knife in his hand.
31080,An image of a man standing in a kitchen with a knife in his hand.
31140,An image of a man standing in a kitchen with his face blurred out.
31200,An image of a man standing in a kitchen with a knife in his hand.
31260,An image of a man standing in a kitchen with a plate of food.
31320,An image of a man standing in a kitchen with a knife in his hand.
31380,An image of a man standing in a kitchen with a knife in his hand.
31440,An image of a man standing in a kitchen with a knife in his hand.
31500,An image of a man standing in a kitchen with a knife in his hand.
31560,An image of a man standing in a kitchen with a knife in his hand.
31620,An image of a man standing in a kitchen with a knife in his hand.
31680,An image of a man standing in a kitchen with a plate of food.
31740,An image of a man standing in a kitchen with a plate of food.
31800,An image of a woman being robbed in a kitchen
31860,An image of a man standing in a kitchen with a knife in his hand.
31920,An image of a child running through a kitchen with a knife in his hand.
31980,An image of a man breaking into a home in Sydney's west.
32040,An image of a man standing in a kitchen with a knife in his hand.
32100,An image of a child standing in a kitchen with a knife
32160,An image of a man standing in a kitchen with a knife in his hand.
32220,An image of a man standing in a kitchen with his hands on the counter and his head down
32280,An image of a man standing in a kitchen with a knife in his hand.
32340,An image of a man stealing a knife from a kitchen in a video released by the police.
32400,An image of a man standing in a kitchen with a knife in his hand.
32460,An image of a man standing in a kitchen with a knife in his hand.
32520,An image of a man standing in a kitchen with a knife in his hand.
32580,An image of a man standing in a kitchen with a knife in his hand.
32640,An image of a man standing in a kitchen with his face blurred out.
32700,An image of a man standing in a kitchen with a knife in his hand.
32760,An image of a man standing in a kitchen with a knife in his hand.
32820,An image of a man standing in a kitchen with a knife in his hand
32880,An image of a man standing in a kitchen with a knife in his hand.
32940,An image of a man standing in a kitchen with a knife
33000,An image of a man breaking into a home in Sydney's west.
33060,An image of a man kneeling on the floor in a kitchen
33120,An image of a man falling down in a kitchen
33180,An image of a man stealing a microwave from a kitchen
33240,An image of a man kneeling on the floor in a kitchen
33300,An image of a man kneeling on the floor in a kitchen
33360,An image of a man kneeling on the floor in a kitchen
33420,An image of a man walking into a kitchen
33480,An image of a man in a kitchen
33540,An image of a man standing in a kitchen with his face blurred out
