frame,caption
12840,An image of a man cutting a tomato on a cutting board.
12900,An image of a person cutting a tomato on a cutting board.
12960,An image of a man cutting a tomato on a cutting board.
13020,An image of a man cutting a tomato on a cutting board.
13080,An image of a man cutting a tomato on a cutting board.
13140,An image of a person cutting a tomato on a cutting board.
13200,An image of a man cutting tomatoes on a cutting board.
13260,An image of a man cutting a tomato on a white cutting board.
13320,An image of a man cutting a tomato on a white cutting board.
13380,An image of a person cutting a tomato on a cutting board.
13440,An image of a man cutting a tomato on a white cutting board.
13500,An image of a person cutting a tomato on a white cutting board.
13560,An image of a man cutting tomatoes on a cutting board.
13620,An image of a man cutting a tomato on a cutting board.
13680,An image of a man cutting a tomato on a white cutting board with a knife.
13740,An image of a chef cutting a tomato on a cutting board.
13800,An image of a man cutting a tomato on a white cutting board.
13860,An image of a man cutting a tomato on a cutting board.
13920,An image of a man cutting a tomato on a cutting board.
13980,An image of a man cutting a tomato on a white cutting board.
14040,An image of a person slicing a tomato on a cutting board.
14100,An image of a chef slicing a tomato on a cutting board.
14160,An image of a man cutting a tomato on a cutting board.
14220,An image of a man slicing a tomato on a cutting board.
14280,An image of a person cutting a tomato with a knife.
14340,An image of a man cutting a tomato on a white cutting board with a knife.
14400,An image of a man cutting a tomato on a cutting board with a knife.
14460,An image of a man cutting a tomato with a knife.
14520,An image of a person cutting a tomato on a cutting board.
14580,An image of a man cutting a tomato on a cutting board.
14640,An image of a man cutting a tomato on a white cutting board.
14700,An image of a man cutting a tomato on a white cutting board.
14760,An image of a man cutting a tomato on a cutting board with a knife.
14820,An image of a man cutting a tomato on a cutting board.
14880,An image of a man cutting a tomato on a white cutting board.
14940,An image of a man cutting a red pepper on a white cutting board.
15000,An image of a man cutting a tomato on a cutting board.
15060,An image of a person cutting tomatoes on a cutting board.
15120,An image of a man cutting a tomato on a cutting board with a knife.
15180,An image of a chef cutting a tomato on a cutting board.
15240,An image of a man cutting a tomato on a cutting board.
15300,An image of a man cutting a tomato on a cutting board.
15360,An image of a man cutting a tomato on a cutting board.
15420,An image of a man cutting a tomato on a cutting board.
15480,An image of a person cutting a tomato on a cutting board.
15540,An image of a man cutting a tomato on a cutting board.
15600,An image of a man cutting a tomato on a cutting board.
15660,An image of a man cutting a tomato on a cutting board.
15720,An image of a man cutting a tomato on a cutting board with a knife and a fork.
15780,An image of a man cutting tomatoes on a cutting board.
15840,An image of a man cutting a red pepper on a cutting board.
15900,An image of a man cutting tomatoes on a cutting board.
15960,An image of a man cutting tomatoes on a cutting board.
16020,An image of a man cutting red bell peppers on a cutting board.
16080,An image of a man cutting red bell peppers on a cutting board.
16140,An image of a man chopping tomatoes on a white cutting board.
16200,An image of a man cutting tomatoes on a cutting board.
16260,An image of a person slicing red peppers on a cutting board.
16320,An image of a person chopping tomatoes on a cutting board
16380,An image of a knife slicing tomatoes on a cutting board.
16440,An image of a knife slicing tomatoes on a white plate.
16500,An image of a person chopping tomatoes on a white plate.
16560,An image of a person chopping tomatoes on a white plate.
16620,An image of a person chopping red peppers on a cutting board with a knife and a plate of red pepper flakes.
16680,An image of the kitchen with various bottles and a knife
16740,An image of a white cabinet with a paper taped to it and a green bottle on the right side
16800,An image of a white door with a black cable coming out of it and a green bottle on the right side
16860,An image of a white cabinet with a black cord hanging down and a green bottle on the right side.
16920,An image of a white cabinet with a black cable and a green bottle of water
16980,An image of a white cabinet with a power cord plugged into a wall outlet and a green bottle plugged in to a USB port.
17040,An image of a white cabinet with a power cord and a green water bottle plugged into it.
17100,An image of a white cabinet with a power cord and a green bottle hanging off of it.
17160,An image of a kitchen counter and sink with a knife and a spoon on it
17220,An image of a person dropping a yellow plastic bowl into a sink.
17280,An image of a kitchen counter with a knife and a plate of chopped tomatoes
17340,An image of a green lizard and a few bottles of paint
17400,An image of a person holding a yellow bowl and a white cutting board
17460,"An image of a table with a laptop, a spoon, and a few bottles of condiments"
17520,An image of a person chopping vegetables on a white cutting board.
17580,An image of a person opening a drawer to find a bottle of alcohol.
17640,An image of a hand holding a green bottle of alcohol
17700,An image of a document being scanned by a machine
17760,An image of a white cabinet and a power outlet with a green bottle and wires hanging from it.
17820,"An image of a kitchen counter with a knife, a cutting board, and a variety of bottles"
17880,An image of a white table and a black TV with a row of bottles and a bowl of red liquid
17940,An image of a person reaching for a knife in a kitchen
18000,An image of a plate and a bottle on a kitchen counter
18060,An image of a person using a spoon to scoop a green pepper out of the bowl.
18120,An image of a white cabinet with a paper taped to it and a green bottle on the right side
18180,An image of a white cabinet with a paper taped to it and a green bottle on the right side
18240,An image of a person pouring olive oil into a bowl.
18300,An image of a person pouring oil into a bowl with a spoon.
18360,"An image of a white table with a laptop, a bottle of oil, an insect, and a few bottles of oil"
18420,An image of a stove and a counter with bottles and spices
18480,An image of a man opening a bottle with a magnet
18540,An image of a desk with a laptop and a spider
18600,"An image of a cutting board, knife, and other cooking utensils on a table"
18660,"An image of a white cutting board, a knife and a few small bottles on a table"
18720,An image of a white cutting board and a variety of paint bottles
18780,An image of the spice rack and bottles
18840,An image of a man reaching for a bottle of alcohol on a kitchen counter.
18900,"An image of a hand reaching for a bottle from a shelf, with other bottles and a box of spices on"
18960,An image of the kitchen counter with bottles and a microwave
19020,"An image of a hand holding a wine bottle and a power cord, with a variety of wine bottles plugged into a wall outlet."
19080,An image of a person pouring oil into a bowl with a variety of bottles
19140,An image of the bottles and the electrical outlet
19200,"An image of a white table and a black oven, with a variety of bottles lined up on the table."
19260,An image of a man plugging a power cord into a wall outlet.
19320,An image of a man opening a bottle of alcohol
19380,An image of a desk with a power strip and a variety of bottles and jars
19440,An image of a person pouring a bottle of oil into a small glass jar.
19500,An image of the kitchen counter with bottles and a knife
19560,"An image of a cutting board, knife, and other cooking ingredients"
19620,An image of a spider and other ingredients on a table
19680,An image of a cutting board and a knife on a table with various bottles and jars of paint
19740,An image of the spices and oils on the table
19800,An image of the bottles and the electrical outlet
19860,An image of a hand reaching for a bottle of alcohol from a shelf in a bar.
19920,"An image of a cutting board, knife, and spices on a table"
19980,"An image of a person holding a bowl and a knife on a cutting board, with a small lizard and a few bottles of spices"
20040,An image of a man cutting a lemon on a cutting board with a knife and a pestle.
20100,An image of a person opening a bottle with a magnetic lid
20160,An image of a man eating a grasshopper from a bowl with a knife and a cutting board in the background.
20220,An image of a person opening a bottle with a magnetic bottle opener
20280,"An image of a kitchen counter with a cutting board, knife, and a plate of chopped tomatoes"
20340,An image of a person using a knife to cut a small lizard out of the bowl.
20400,An image of a person cutting a small green pepper on a cutting board.
20460,An image of a person pouring oil into a bowl with a spider sitting on top of it.
20520,An image of a green insect being held over a cutting board with a knife and a bowl of food nearby.
20580,An image of a green spider on a kitchen counter and a person holding a yellow cup.
20640,An image of a green insect on a white cutting board and a person holding a yellow cup in front of the cutting board with the insect.
20700,An image of a desk with a variety of small bottles and a power outlet
20760,An image of a person preparing a meal in a kitchen with a variety of spices
20820,An image of a person preparing a meal with a knife and a cutting board
20880,An image of a kitchen counter with bottles and a knife
20940,An image of a kitchen counter with a laptop and a knife
21000,An image of a man pouring a small bowl of honey onto a cutting board.
21060,An image of a person preparing a meal with a knife and a cutting board.
21120,An image of a person opening a can of beer with a knife nearby.
21180,An image of a kitchen counter with a plate of chopped tomatoes and a bottle of olive oil
21240,An image of a person preparing a fruit salad in a kitchen
21300,An image of a person preparing a salad in a kitchen
21360,An image of a person preparing food in a kitchen with a variety of bottles.
21420,An image of a person preparing a meal in a kitchen
21480,"An image of a table with a plate of food and a knife on it, and various bottles and jars on the table"
21540,An image of a knife and a plate of chopped tomatoes on a kitchen counter
21600,"An image of a knife, a bowl of tomatoes, and a variety of spices on a counter"
21660,"An image of a knife, a bowl of tomatoes, and a variety of spices"
21720,An image of the ingredients and bottles on the counter
21780,An image of a person using a fork to mash tomatoes on a plate.
21840,An image of a person slicing tomatoes on a white plate with a knife.
21900,An image of a person cutting tomatoes on a plate with a knife and fork.
21960,An image of a person spooning diced tomatoes onto a plate.
22020,An image of a person using a spoon to stir a bowl of tomatoes.
22080,An image of a person spooning the sauce into a bowl.
22140,An image of a person using a spoon to scoop a bowl of food.
22200,An image of a person spreading tomato sauce on a pizza.
22260,An image of a person using a knife to chop tomatoes on a plate.
22320,An image of a person using a spoon to stir a plate of food.
22380,An image of a person spreading tomato sauce on a bagel.
22440,An image of a person using a spoon to stir a plate of tomatoes.
22500,An image of a person using a knife to slice a bagel in half.
22560,An image of a person spooning tomato sauce onto a plate with a knife and spoon in front of the kitchen counter.
22620,An image of a person adding a spoonful of seasoning to a bowl of pasta.
22680,An image of a kitchen counter with a plate of food and bottles of spices
22740,An image of a black cat sitting on a chair in a vet's office
22800,An image of a sink and a wooden spoon
22860,"An image of a kitchen counter with a knife, a grater, and a bowl of food"
22920,An image of a dirty kitchen sink and a dishwasher
22980,An image of a person chopping tomatoes with a knife
23040,An image of a person using a hammer to smash a plastic egg on a cutting board.
23100,An image of a white printer and a desk with pens and markers on it
23160,An image of a white cabinet with a piece of paper taped to it and a green bottle on the right side.
23220,An image of a white board and a green bottle with a power cord plugged into a wall outlet
23280,"An image of a cabinet with a cable running through it and a sign on the door saying ""This cabinetll is not for sale"""
23340,An image of a white cabinet with a sign on it and a power cord hanging down from the ceiling
23400,An image of a white door and a power outlet with a green bottle and wires hanging from it
23460,"An image of a white cabinet with a black cord coming out of it and a sign on the cabinet saying ""No Smoking"""
23520,An image of a white cabinet with a green bottle and a black cord hanging from the ceiling and a power outlet on the wall.
23580,An image of a white cabinet with a sign on it and a black cord hanging down from the ceiling
23640,An image of a white cabinet with a black cord and a green bottle
23700,An image of a white cabinet and a green bottle with a black cord hanging from a light switch.
23760,"An image of a white box and a green bottle with a black lid, with wires and a power outlet in the background."
23820,An image of a white box and a green button on a wall
23880,An image of a white cabinet with a green water bottle and a black cord hanging down from the top
23940,An image of a white door with a sign on it and a green bottle on the right side of the door
24000,An image of a white cabinet with a sign on it and wires coming out of it
24060,An image of a white door with a sign on it and a green water bottle
24120,An image of a white board and a green bottle of water
24180,"An image of a white cabinet with a black cable coming out of it and a sign on the cabinet saying ""This cabinetll is not for sale"""
24240,An image of a white door with a sign taped to it and a green water bottle on the right side.
24300,An image of a white cabinet with a sign on it and wires coming out of it
24360,An image of a white cabinet with a sign on it and a green bottle on the right side
24420,An image of a white box and a green bottle with a power cord and a power switch in the background
24480,"An image of a white cabinet with a black cable coming out of it and a paper with the words ""repair instructions"" on it"
24540,An image of a white cabinet with a green water bottle and a black cord hanging from the cabinet
24600,An image of a whiteboard and a green bottle
24660,An image of a white cabinet with a sign on it and wires hanging down from the ceiling
24720,An image of a white cabinet with a sign on it and a black cord hanging down from it.
24780,An image of a white door with a sign taped to it and a green bottle on the right side.
24840,An image of a white box and a green bottle with a Chinese text on it
24900,"An image of a white bowl and a black tray on a kitchen counter, with a door open and bottles scattered around."
24960,An image of a kitchen sink and counter with knives and other kitchen utensils
25020,An image of the sink and kitchen counter
25080,"An image of a kitchen counter with a knife, spoon, and a bowl"
25140,An image of a dish rack and a sink in a kitchen
25200,An image of a washing machine and a sink in a kitchen
25260,An image of a white desk and a red cup
25320,An image of a plate of food sitting on top of the counter
25380,An image of a toilet and a sink in a bathroom
25440,"An image of a kitchen counter with a knife, a bowl, and a cup on it."
25500,An image of a kitchen counter and a knife
25560,An image of a cupboard with a bottle and a box of tissues
25620,An image of a kitchen sink and a wall with a grate
25680,"An image of a kitchen counter with a knife, a grater, and a cup of coffee"
25740,An image of a table and a plate of food in a lab
25800,"An image of a shelf with a few pots and pans, and a mixer"
25860,An image of a person pouring a pot from a shelf into a pan.
25920,"An image of a hand tossing a bowl with a knife, with bottles of spices scattered around."
25980,An image of a person using a pot to hold a bowl on a shelf.
26040,An image of a bottle rack and a bowl of salsa
26100,An image of a sink and a yellow emoji
26160,An image of a white sink and a silver bowl with a variety of bottles
26220,An image of a man putting a fork into a colander.
26280,"An image of a kitchen counter with a knife, a grater, and a bowl"
26340,An image of a person using a spoon to open a bottle
26400,An image of a man pouring a cup of coffee into a mug.
26460,An image of a washing machine and a microwave in a kitchen
26520,An image of a person reaching for a cup in front of an array of spices.
26580,An image of a man pointing to a pan and a plate of food
26640,An image of a stovetop oven and a plate of food
26700,An image of a white tiled bathroom and a wooden handrail
26760,An image of a kitchen counter and a knife
26820,An image of a washing machine and a dryer in a bathroom
26880,An image of a table with a plate of food and a bowl of spices
26940,"An image of a plate of food, with a bottle and a bowl of food on a counter"
27000,"An image of a plate of pizza, with a laptop and a power socket in the background"
27060,An image of a bathroom from the video
27120,An image of a woman peeing in a public toilet
27180,An image of a tablet and a knife on a kitchen counter
27240,An image of a white refrigerator and a plate of food
27300,An image of a person opening a refrigerator with a plastic bag and a tomato inside.
27360,An image of a refrigerator with a piece of paper taped to the top
27420,An image of a man opening a freezer with a variety of food items
27480,An image of a plate of tomato sauce
27540,"An image of a person's hands holding a package of pasta, with a plate of pasta and sauce in the background."
27600,An image of a plate of food
27660,An image of a bowl of tomato sauce on a kitchen counter
27720,An image of a person grating cheese on a cutting board.
27780,"An image of a hand holding a yellow bowl of pasta, with a pan, a knife, and a bowl of sauce in the background."
27840,An image of a person pouring a bowl of pasta into a pan.
27900,An image of a person using a wooden spoon to stir a pan on a stovetop.
27960,"An image of a table with a bowl of tomato sauce, a pan, a bowl of eggs, and bottles of spices."
28020,An image of a person cracking an egg into a bowl with a variety of spices surrounding them.
28080,An image of a man cracking an egg into a bowl with a metal bowl and a cup of milk nearby.
28140,An image of a person preparing a pizza in a kitchen
28200,An image of a man cracking an egg over a plate of food.
28260,An image of a person pouring spices into a jar.
28320,"An image of a plate of pasta and a bottle of oil, with a person holding a spoon in the foreground and various bottles"
28380,An image of a pizza and various spices on a kitchen counter
28440,An image of a pizza and various spices on a kitchen counter
28500,"An image of a table with a bowl of tomato sauce, a bottle of vodka, an egg, and a knife"
28560,An image of a pizza being prepared on a kitchen counter
28620,An image of a person cracking an egg into a bowl.
28680,An image of a person cracking an egg into a bowl with a plate of tomato sauce in the background.
28740,An image of a man cracking an egg into a bowl with other ingredients surrounding him.
28800,An image of a man cracking an egg into a bowl with other ingredients surrounding him.
28860,An image of a man cracking an egg into a bowl with a spoon.
28920,An image of a man cracking an egg into a bowl
28980,An image of a person cracking an egg into a bowl.
29040,An image of a person cracking an egg into a bowl with a plate of tomato sauce in the background.
29100,An image of a man cracking an egg into a bowl.
29160,An image of a person cracking an egg into a bowl.
29220,An image of a bowl of pasta on a kitchen counter with a recipe and a person holding a clipboard
29280,An image of a toilet being flushed
29340,An image of a shelf and a bottle falling off
29400,An image of a refrigerator and a plate of food
29460,An image of a person opening a drawer with a screwdriver.
29520,An image of the cupboard with the bags and the door open
29580,An image of a drawer with a bag of chips and a box of tissues inside
29640,An image of a drawer with a box of snacks and a cell phone inside
29700,"An image of a white wall and a wooden floor, taken from the bottom of a staircase"
29760,An image of a refrigerator and a person opening the door with a key.
29820,"An image of a kitchen counter with a bowl of tomato sauce, a pan, and a bottle of oil."
29880,An image of a freezer door and a bowl of tomatoes
29940,An image of a refrigerator door with a hand reaching in to grab something.
30000,An image of a person preparing a tomato sauce in a pan
30060,An image of a bowl of tomato sauce and a person adding a can of tomato sauce to the bowl.
30120,An image of a man whisking eggs in a bowl with a plate of tomatoes in the background.
30180,"An image of a person opening a jar and a plate of food, with a variety of spices and a variety on the counter."
30240,An image of a person adding a spice to a bowl of tomato sauce.
30300,An image of a person using a spice grinder to grind a variety of spices.
30360,An image of a person pouring eggs into a bowl with a metal bowl and a spoon.
30420,"An image of a bowl, a plate of tomato sauce, and an egg on a table"
30480,"An image of a bowl and a spoon, with a pan and a bowl of tomato sauce in the background."
30540,"An image of a bowl of pasta and a cup of oil, with a hand holding a metal bowl over the bowl."
30600,An image of a person whisking eggs in a bowl.
30660,An image of a bowl and a spoon being used to mix the ingredients
30720,An image of a person cracking an egg into a pan with tomatoes and eggs in the background.
30780,An image of a bowl and a spoon being used to mix the ingredients for the tomato tart
30840,An image of a person whisking eggs in a bowl.
30900,An image of a person using a bowl to mix the ingredients for the pasta.
30960,An image of a person mixing eggs and tomatoes in a bowl.
31020,"An image of a hand whisking eggs in a bowl with a spoon, with other ingredients surrounding the bowl."
31080,An image of a person mixing eggs and tomatoes in a bowl.
31140,An image of a person whisking eggs in a bowl with a whisk.
31200,An image of a man cracking an egg into a bowl
31260,An image of a person whisking eggs into a bowl of tomato sauce.
31320,An image of a person cracking an egg into a bowl
31380,An image of a person mixing ingredients in a bowl.
31440,An image of a hand cracking an egg into a bowl with a pan and a plate of tomato sauce in the background.
31500,"An image of a man cracking an egg into a bowl with a spoon, with other ingredients in the background."
31560,An image of a person whisking eggs in a bowl with a plate of tomatoes in the background.
31620,An image of a person mixing eggs and tomato sauce in a bowl.
31680,"An image of a person whisking eggs in a bowl with a fork, with the ingredients for the recipe laid out on the table."
31740,An image of a bowl of tomato sauce being placed in a freezer
31800,An image of a person holding a cup over a sink with a knife and other kitchen utensils
31860,"An image of a kitchen counter with a bowl of food, a knife, and a candle lit."
31920,An image of a sink and a shower in a bathroom
31980,An image of a white shower curtain and a shower head
32040,An image of a table with a spatula and a variety of bottles of oil and vinegar
32100,An image of a white refrigerator and a plate of food
32160,An image of a white board and a bowl of food
32220,An image of a white cabinet with a sign on it and a green bottle on the right side
32280,An image of a white cabinet with a sign on it and a green bottle of water on the right side.
