frame,caption
10260,An image of a man chopping tomatoes in a kitchen
10320,An image of a man chopping tomatoes in a kitchen.
10380,An image of a man cutting tomatoes in a kitchen
10440,An image of a man cutting tomatoes in a kitchen
10500,An image of a man cutting tomatoes in a kitchen
10560,An image of a man chopping tomatoes in a kitchen
10620,An image of a man cutting tomatoes in a kitchen
10680,An image of a man chopping tomatoes in a kitchen
10740,An image of a man cutting tomatoes in a kitchen
10800,An image of a man chopping tomatoes in a kitchen
10860,An image of a man cutting tomatoes in a kitchen
10920,An image of a man chopping tomatoes in a kitchen
10980,An image of a man chopping tomatoes in a kitchen
11040,An image of a man cutting tomatoes in a kitchen
11100,An image of a man chopping tomatoes in a kitchen
11160,An image of a man chopping tomatoes in a kitchen
11220,An image of a man cutting tomatoes in a kitchen
11280,An image of a man cutting tomatoes in a kitchen
11340,An image of a man cutting tomatoes in a kitchen.
11400,An image of a man chopping tomatoes in a kitchen.
11460,An image of a man cutting a piece of salmon in a kitchen
11520,An image of a man cutting tomatoes in a kitchen.
11580,An image of a man cutting tomatoes in a kitchen.
11640,An image of a man cutting tomatoes in a kitchen
11700,An image of a man cutting tomatoes in a kitchen
11760,An image of a man cutting tomatoes in a kitchen
11820,An image of a man cutting tomatoes in a kitchen
11880,An image of a man cutting vegetables in a kitchen.
11940,An image of a man cutting tomatoes in a kitchen.
12000,An image of a man chopping tomatoes in a kitchen
12060,An image of a man chopping tomatoes in a kitchen
12120,An image of a man chopping vegetables in a kitchen
12180,An image of a man cutting tomatoes in a kitchen
12240,An image of a man cutting tomatoes in a kitchen.
12300,An image of a man cutting tomatoes in a kitchen
12360,An image of a man cutting tomatoes in a kitchen
12420,An image of a man cutting vegetables in a kitchen
12480,An image of a man chopping tomatoes in a kitchen
12540,An image of a man cutting a cake in a kitchen.
12600,An image of a man chopping tomatoes in a kitchen
12660,An image of a man chopping tomatoes in a kitchen
12720,An image of a man cutting tomatoes in a kitchen
12780,An image of a man chopping tomatoes in a kitchen
12840,An image of a man cutting tomatoes in a kitchen.
12900,An image of a man chopping tomatoes in a kitchen
12960,An image of a man chopping tomatoes in a kitchen.
13020,An image of a woman cutting tomatoes in a kitchen.
13080,An image of a man chopping tomatoes in a kitchen
13140,An image of a man chopping tomatoes in a kitchen
13200,An image of a man cutting tomatoes in a kitchen
13260,An image of a man chopping tomatoes in a kitchen
13320,An image of a man chopping tomatoes in a kitchen.
13380,An image of a man cutting tomatoes in a kitchen
13440,An image of a man chopping tomatoes in a kitchen
13500,An image of a man chopping tomatoes in a kitchen
13560,An image of a man chopping tomatoes in a kitchen
13620,An image of a man chopping tomatoes in a kitchen.
13680,An image of a man chopping tomatoes in a kitchen
13740,An image of a man chopping tomatoes in a kitchen
13800,An image of a man chopping tomatoes in a kitchen
13860,An image of a man chopping tomatoes in a kitchen
13920,An image of a man chopping tomatoes in a kitchen
13980,An image of a man chopping tomatoes in a kitchen
14040,An image of a man chopping tomatoes in a kitchen
14100,An image of a man chopping tomatoes in a kitchen
14160,An image of a man chopping tomatoes in a kitchen
14220,An image of a man chopping tomatoes in a kitchen
14280,An image of a man cutting tomatoes in a kitchen.
14340,An image of a man cutting tomatoes in a kitchen
14400,An image of a man cutting tomatoes in a kitchen
14460,An image of a man chopping tomatoes in a kitchen
14520,An image of a man chopping tomatoes in a kitchen
14580,An image of a man chopping tomatoes in a kitchen
14640,An image of a man cutting tomatoes in a kitchen
14700,An image of a man chopping tomatoes in a kitchen
14760,An image of a man chopping tomatoes in a kitchen
14820,An image of a man cutting tomatoes in a kitchen
14880,An image of a man cutting tomatoes in a kitchen
14940,An image of a man chopping tomatoes in a kitchen
15000,An image of a man chopping tomatoes in a kitchen
15060,An image of a man cutting tomatoes in a kitchen
15120,An image of a man chopping tomatoes in a kitchen
15180,An image of a man cutting tomatoes in a kitchen
15240,An image of a man chopping tomatoes in a kitchen
15300,An image of a man cutting tomatoes in a kitchen
15360,An image of a man chopping tomatoes in a kitchen
15420,An image of a man chopping tomatoes in a kitchen
15480,An image of a man chopping tomatoes in a kitchen.
15540,An image of a woman cutting tomatoes in a kitchen.
15600,An image of a man cutting tomatoes in a kitchen
15660,An image of a man chopping tomatoes in a kitchen
15720,An image of a man cutting tomatoes in a kitchen
15780,An image of a man cutting tomatoes in a kitchen.
15840,An image of a man cutting tomatoes in a kitchen
15900,An image of a man cutting tomatoes in a kitchen.
15960,An image of a man cutting tomatoes in a kitchen
16020,An image of a man cutting tomatoes in a kitchen
16080,An image of a man cutting tomatoes in a kitchen
16140,An image of a man cutting tomatoes in a kitchen
16200,An image of a man cutting tomatoes in a kitchen.
16260,An image of a man cutting tomatoes in a kitchen
16320,An image of a man cutting tomatoes on a cutting board in a kitchen.
16380,An image of a man cutting tomatoes on a cutting board.
16440,An image of a man chopping vegetables in a kitchen
16500,An image of a man cutting tomatoes on a plate in a kitchen.
16560,An image of a man cutting tomatoes on a pizza in a kitchen
16620,An image of a man cutting tomatoes in a kitchen
16680,An image of a man chopping tomatoes in a kitchen
16740,An image of a man standing in a kitchen with a plate of tomatoes.
16800,An image of a man standing in a kitchen with a plate of tomatoes.
16860,An image of a man standing in a kitchen with a plate of tomatoes.
16920,An image of a man standing in a kitchen with a plate of tomatoes.
16980,An image of a man standing in a kitchen with a plate of tomatoes
17040,An image of a man standing in a kitchen with a plate of tomatoes
17100,An image of a man standing in a kitchen with a plate of tomatoes
17160,An image of a man standing in a kitchen with a plate of food.
17220,An image of a man standing in a kitchen with a plate of tomatoes
17280,An image of a man standing in a kitchen with a plate of tomatoes.
17340,An image of a man preparing food in a kitchen
17400,An image of a man chopping tomatoes in a kitchen
17460,An image of a man chopping tomatoes in a kitchen
17520,An image of a man preparing food in a kitchen
17580,"An image of a man standing in a kitchen, with a plate of food."
17640,An image of a man preparing food in a kitchen
17700,An image of a man cooking in a kitchen
17760,An image of a man cooking in a kitchen
17820,"An image of a man standing in a kitchen, preparing food."
17880,An image of a man cooking in a kitchen
17940,An image of a man standing in a kitchen with a plate of tomatoes
18000,An image of a man standing in a kitchen with a plate of food
18060,An image of a man cooking in a kitchen
18120,An image of a man pouring a bottle of wine into a bowl of tomatoes.
18180,An image of a man pouring a bottle of alcohol into a bowl of tomatoes.
18240,An image of a man pouring wine into a plate of tomatoes.
18300,An image of a man pouring tomatoes into a bowl in a kitchen.
18360,An image of a man preparing food in a kitchen
18420,An image of a man preparing food in a kitchen
18480,An image of a man preparing food in a kitchen
18540,An image of a man cooking in a kitchen
18600,An image of a man cooking in a kitchen
18660,An image of a man preparing food in a kitchen
18720,An image of a man chopping tomatoes in a kitchen
18780,An image of a man chopping tomatoes in a kitchen
18840,An image of a man preparing food in a kitchen
18900,An image of a man standing in a kitchen with a plate of food.
18960,An image of a man pouring sauce on a plate
19020,An image of a man preparing food in a kitchen
19080,"An image of a man standing in a kitchen, slicing tomatoes."
19140,An image of a man preparing food in a kitchen
19200,An image of a man preparing food in a kitchen
19260,An image of a man preparing food in a kitchen
19320,An image of a man preparing food in a kitchen
19380,An image of a man cutting tomatoes in a kitchen
19440,An image of a man cooking in a kitchen
19500,An image of a man chopping tomatoes in a kitchen
19560,An image of a man chopping tomatoes in a kitchen
19620,An image of a man chopping tomatoes in a kitchen
19680,An image of a man chopping tomatoes in a kitchen
19740,An image of a man cutting tomatoes in a kitchen.
19800,An image of a man preparing food in a kitchen
19860,An image of a man standing in a kitchen with a plate of food.
19920,An image of a man chopping tomatoes in a kitchen
19980,An image of a man chopping tomatoes in a kitchen
20040,An image of a man standing in a kitchen with a plate of food.
20100,An image of a man chopping tomatoes in a kitchen
20160,An image of a man chopping tomatoes in a kitchen
20220,An image of a man standing in a kitchen with a plate of food.
20280,An image of a man preparing food in a kitchen
20340,An image of a man preparing food in a kitchen
20400,An image of a man chopping tomatoes in a kitchen
20460,"An image of a man standing in a kitchen, preparing food."
20520,An image of a man standing in a kitchen with a plate of tomatoes
20580,An image of a man standing in a kitchen with a plate of food
20640,An image of a man preparing food in a kitchen
20700,An image of a man cutting tomatoes in a kitchen
20760,An image of a man standing in a kitchen with a plate of tomatoes
20820,An image of a man chopping tomatoes in a kitchen
20880,"An image of a man standing in a kitchen, cutting tomatoes."
20940,An image of a man chopping tomatoes in a kitchen
21000,"An image of a man standing in a kitchen, preparing food."
21060,"An image of a man standing in a kitchen, preparing food."
21120,An image of a man standing in a kitchen with a knife and a bowl of tomatoes
21180,An image of a man pouring oil on a plate of tomatoes
21240,An image of a man peeling a banana in a kitchen
21300,An image of a man peeling tomatoes in a kitchen
21360,An image of a man preparing food in a kitchen
21420,An image of a man pouring a glass of orange juice into a plate of strawberries.
21480,An image of a man preparing food in a kitchen
21540,An image of a man cutting a tomato on a plate in a kitchen
21600,An image of a man preparing food in a kitchen
21660,An image of a man preparing a meal in a kitchen
21720,An image of a man standing in a kitchen with a plate of food.
21780,An image of a man preparing food in a kitchen
21840,An image of a man preparing food in a kitchen
21900,An image of a man cutting a raw steak in a kitchen.
21960,An image of a man preparing food in a kitchen
22020,An image of a man preparing food in a kitchen
22080,An image of a man standing in a kitchen with a plate of food.
22140,"An image of a man standing in a kitchen, preparing food."
22200,"An image of a man standing in a kitchen, with a plate of food."
22260,An image of a man preparing food in a kitchen
22320,An image of a man preparing food in a kitchen
22380,"An image of a man standing in a kitchen, preparing food."
22440,An image of a man preparing a meal in a kitchen
22500,An image of a man cutting tomatoes on a plate in a kitchen.
22560,"An image of a man standing in a kitchen, preparing food."
22620,"An image of a man standing in a kitchen, holding a plate of food."
22680,An image of a man in a kitchen
22740,An image of a man standing in a kitchen with a plate of food
22800,An image of a man standing in a kitchen with a plate of food
22860,An image of a man standing in a kitchen with a plate of food
22920,An image of a man standing in a kitchen with a plate of food
22980,An image of a man standing in a kitchen with a knife and a plate of food.
23040,An image of a man standing in a kitchen with a plate of food
23100,An image of a man standing in a kitchen with a plate of food
23160,An image of a man cleaning a kitchen with a mop and a plate of food in the foreground
23220,An image of a man is seen in a kitchen in a house in the village of Izumisano in Gunma Prefecture
23280,An image of a man cleaning a kitchen with a vacuum cleaner
23340,An image of a man is seen in a kitchen in a still image from video taken from a home surveillance video in Tokyo
23400,An image of a man cleaning a kitchen with a mop and a plate of tomatoes
23460,An image of a man cleaning a kitchen with a vacuum cleaner
23520,An image of a man cleaning a kitchen with a vacuum cleaner
23580,An image of a man standing in a kitchen with a plate of food
23640,An image of a man standing in a kitchen with a plate of food
23700,An image of a man standing in a kitchen with a plate of food
23760,"An image of a man is seen in a kitchen in a unit at the Life Care Center of Kirkland, a long-term care facility linked to several confirmed coronavirus cases in the state, in Kirkland"
23820,An image of a man standing in a kitchen with a plate of food
23880,An image of a man standing in a kitchen with a plate of food
23940,An image of a man standing in a kitchen with a plate of food
24000,An image of a man using a vacuum cleaner to clean a kitchen
24060,An image of a man standing in a kitchen with a plate of tomatoes
24120,An image of a man standing in a kitchen with a plate of food
24180,An image of a man cleaning a kitchen with a plate of food
24240,An image of a man standing in a kitchen with a plate of food
24300,An image of a man cleaning a kitchen with a plate of food in the foreground
24360,An image of a man cleaning a kitchen
24420,An image of a man cleaning a kitchen with a plate of tomatoes
24480,An image of a man cleaning a kitchen
24540,An image of a man cleaning a kitchen with a plate of tomatoes
24600,An image of a man standing in a kitchen with a plate of food
24660,An image of a man is seen in a kitchen in a still image from video taken from a home surveillance video in Shanghai
24720,An image of a man standing in a kitchen with a plate of tomatoes
24780,An image of a man standing in a kitchen with a plate of food
24840,An image of a man using a vacuum cleaner to clean a plate of food
24900,An image of a man standing in a kitchen with a plate of food
24960,An image of a man standing in a kitchen with a plate of food
25020,An image of a man standing in a kitchen with a bowl of tomatoes
25080,An image of a man standing in a kitchen with a bowl of tomatoes
25140,An image of a man standing in a kitchen with a plate of food
25200,An image of a woman throwing tomatoes in a bowl
25260,An image of a child standing in a kitchen with a plate of food
25320,An image of a man stealing a plate of food from a kitchen
25380,An image of a man standing in a kitchen with a plate of food.
25440,An image of a man standing in a kitchen with a plate of tomatoes
25500,An image of a man standing in a kitchen with a knife and a bowl of tomatoes
25560,An image of a man kneeling in a kitchen with a bowl of tomatoes
25620,An image of a man standing in a kitchen with a plate of food
25680,An image of a man standing in a kitchen with a bowl of tomatoes.
25740,An image of a man standing in a kitchen with a plate of food
25800,An image of a man throwing tomatoes at a kitchen counter
25860,An image of a man standing in a kitchen with a plate of food
25920,"An image of a person standing in a kitchen, pouring a bowl of food into a pan."
25980,An image of a man standing in a kitchen with a plate of food
26040,An image of a man standing in a kitchen with a bowl and a plate of food
26100,An image of a man standing in a kitchen with a bowl of tomatoes
26160,An image of a man standing in a kitchen with a plate of food
26220,An image of a man standing in a kitchen with a bowl of tomatoes.
26280,An image of a man standing in a kitchen with a bowl of tomatoes
26340,An image of a man standing in a kitchen and preparing food.
26400,An image of a woman standing in a kitchen with a plate of tomatoes
26460,An image of a man standing in a kitchen with a plate of food
26520,An image of a man standing in a kitchen with a plate of food
26580,An image of a man standing in a kitchen with a plate of food
26640,An image of a man standing in a kitchen with a knife in his hand and a plate of food in front of him.
26700,An image of a man standing in a kitchen with a plate of food
26760,An image of a man standing in a kitchen with a plate of food
26820,An image of a man standing in a kitchen with a plate of food
26880,"An image of a man standing in a kitchen, preparing food."
26940,"An image of a man standing in a kitchen, holding a plate of food."
27000,An image of a man cleaning a kitchen
27060,An image of a man standing in a kitchen with a knife in his hand.
27120,An image of a man standing in a kitchen with a knife in his hand and a bowl in his other hand.
27180,An image of a man standing in a kitchen with his face blurred out
27240,"An image of a man standing in a kitchen, wearing headphones and using a bowl to mix ingredients."
27300,An image of a man standing in a kitchen with a knife and a bowl of food on the table.
27360,An image of a man standing in a kitchen with a knife in his hand and a bowl of food in front of him.
27420,An image of a man standing in a kitchen with a knife in his hand and a pizza in front of him.
27480,An image of a man standing in a kitchen with a bowl and a knife
27540,An image of a man cooking in a kitchen
27600,An image of a man cooking in a kitchen
27660,An image of a man standing in a kitchen with a knife in his hand and a bowl of food in front of him.
27720,An image of a man standing in a kitchen with his face blurred out
27780,An image of a man throwing a yellow plastic bowl into a sink
27840,An image of a man cooking in a kitchen
27900,An image of a man cutting a pizza in a kitchen
27960,An image of a man cooking in a kitchen
28020,An image of a man cooking in a kitchen
28080,An image of a man cooking in a kitchen
28140,An image of a man cooking in a kitchen
28200,An image of a man cooking in a kitchen
28260,An image of a man cooking in a kitchen
28320,An image of a man preparing food in a kitchen
28380,An image of a man preparing food in a kitchen
28440,An image of a man cutting up a chicken in a kitchen
28500,An image of a man cooking in a kitchen
28560,An image of a man cooking in a kitchen
28620,An image of a man cooking in a kitchen
28680,An image of a man cooking in a kitchen
28740,An image of a man cooking in a kitchen
28800,An image of a man cooking in a kitchen
28860,An image of a man preparing food in a kitchen
28920,An image of a man chopping food in a kitchen
28980,An image of a man cooking in a kitchen
29040,An image of a man cooking in a kitchen
29100,An image of a man preparing food in a kitchen
29160,An image of a man cooking in a kitchen
29220,An image of a man cooking in a kitchen
29280,An image of a man standing in a kitchen with a knife and a bowl of food on the table.
29340,An image of a man standing in a kitchen with a knife in his hand and a bowl of food in front of him.
29400,An image of a man breaking into a home in the UK
29460,An image of a man breaking into a home in the UK
29520,An image of a man kneeling on the floor in a kitchen
29580,An image of a man opening a kitchen cupboard with a knife
29640,An image of a man is seen in a kitchen in a flat in Hong Kong
29700,An image of a man standing in a kitchen with a knife in his hand.
29760,An image of a man kneeling on a kitchen floor with a knife in his hand.
29820,An image of a man dancing in a kitchen
29880,"An image of a man is shown in a video released by the Seoul Metropolitan Police Agency on Oct. 14, 2020, showing him preparing food in a kitchen at a building in the southeastern city of Daegu. (Yonhap)"
29940,An image of a woman is captured on a hidden camera in a kitchen in a flat in London
30000,An image of a man cooking in a kitchen
30060,An image of a man preparing food in a kitchen
30120,An image of a man standing in a kitchen with a bowl and a knife
30180,An image of a man standing in a kitchen with a knife and a bowl of food in front of him.
30240,An image of a man standing in a kitchen with a bowl and a knife
30300,An image of a man standing in a kitchen with a knife and a bowl
30360,An image of a man cooking in a kitchen
30420,An image of a man standing in a kitchen with a bowl and a knife
30480,An image of a man preparing food in a kitchen
30540,An image of a man standing in a kitchen with a bowl and a knife
30600,An image of a man standing in a kitchen with a bowl and a knife
30660,An image of a man cooking in a kitchen
30720,An image of a man standing in a kitchen with a bowl and a knife
30780,An image of a man standing in a kitchen with a bowl and a knife
30840,An image of a man standing in a kitchen with a bowl and a knife
30900,An image of a man cooking in a kitchen
30960,An image of a man cooking in a kitchen
31020,An image of a man cooking in a kitchen
31080,An image of a man cooking in a kitchen
31140,An image of a man cooking in a kitchen
31200,An image of a man preparing food in a kitchen
31260,An image of a man cooking in a kitchen
31320,An image of a man cooking in a kitchen
31380,An image of a man cooking in a kitchen
31440,An image of a man preparing food in a kitchen
31500,An image of a man preparing food in a kitchen
31560,An image of a man cooking in a kitchen
31620,An image of a man cooking in a kitchen
31680,An image of a man cooking in a kitchen
31740,An image of a man standing in a kitchen with a knife in his hand and a bowl of food on the table.
31800,An image of a man standing in a kitchen with a knife in his hand.
31860,An image of a man standing in a kitchen with a knife in his hand.
31920,An image of a man standing in a kitchen with a knife in his hand
31980,An image of a man standing in a kitchen with a knife in his hand.
32040,An image of a man cooking in a kitchen
32100,An image of a man standing in a kitchen with a knife in his hand.
32160,An image of a man standing in a kitchen with a bowl of food and a bottle of alcohol
32220,An image of a man standing in a kitchen with a knife in his hand
32280,An image of a man standing in a kitchen with a bowl of food and a bottle of alcohol
32340,An image of a man standing in a kitchen with a bowl of food and a bottle of alcohol
32400,An image of a man standing in a kitchen with a cane
32460,An image of a man standing in a kitchen with a bowl of food and a knife
32520,An image of a man cooking in a kitchen
32580,An image of a man cooking in a kitchen
32640,An image of a man cooking in a kitchen
32700,An image of a man cooking in a kitchen
32760,An image of a man cooking in a kitchen
32820,An image of a man cooking in a kitchen
32880,An image of a man standing in a kitchen with a bowl of food and a knife
32940,An image of a man standing in a kitchen with a bowl of food and a knife
33000,An image of a man standing in a kitchen with a bowl of food and a knife
33060,An image of a child in a kitchen
33120,An image of a kitchen with a table and a chair in the foreground and an open door in the background.
33180,An image of a kitchen with a bowl of food and a knife on the table
33240,An image of a kitchen with a person sitting at a table and a bowl of food on the table.
33300,An image of a kitchen with a bowl of food and a knife on the table
33360,An image of a kitchen with a bowl of food and a knife on the counter
33420,An image of a kitchen with a person sitting at a table and a bowl of food on the table.
33480,An image of a man breaking into a home in the middle of the night.
33540,An image of a man standing in a kitchen with a knife in his hand and a bowl of food in front of him.
33600,An image of a man standing in a kitchen with a knife in his hand.
33660,An image of a man cooking food in a kitchen
33720,An image of a man cooking a meal in a kitchen
33780,An image of a man cooking a meal in a kitchen.
33840,An image of a man cooking a meal in a kitchen.
33900,An image of a man cooking food in a kitchen
33960,An image of a man cooking food in a kitchen
34020,An image of a man cooking food in a kitchen
34080,An image of a man cooking in a kitchen
34140,An image of a man cooking in a kitchen
34200,An image of a man cooking in a kitchen
34260,An image of a man cooking in a kitchen
34320,An image of a man cooking food in a kitchen
34380,An image of a man cooking in a kitchen
34440,An image of a man cooking food in a kitchen
34500,An image of a man standing in a kitchen and talking to a camera.
34560,An image of a man cooking in a kitchen
34620,An image of a man standing in a kitchen with a knife in his hand and a bowl of food in front of him.
34680,An image of a man standing in a kitchen with a knife in his hand and a bowl of food in front of him.
34740,An image of a man preparing a meal in a kitchen
34800,An image of a man standing in a kitchen with a suitcase and a bowl of food in front of him.
34860,An image of a man standing in a kitchen with a frying pan and a bowl of food on a table.
