frame,caption
9480,"An image of a person standing in a kitchen, cutting a red tomato."
9540,An image of a person cutting a tomato with a knife on a kitchen counter.
9600,"An image of a person standing in a kitchen, holding a knife and cutting tomatoes."
9660,An image of a woman cutting a red pepper with a knife in a kitchen.
9720,An image of a person cutting a tomato with a knife on a kitchen counter.
9780,An image of a man cutting tomatoes on a kitchen counter.
9840,An image of a man cutting a tomato with a knife in a kitchen.
9900,An image of a man using a knife to cut a toy on a kitchen counter.
9960,An image of a man cutting tomatoes on a cutting board.
10020,An image of a man cutting a toy with a knife on a kitchen counter.
10080,An image of a man cutting tomatoes on a kitchen counter.
10140,An image of a man cutting a tomato with a knife on a kitchen counter.
10200,An image of a man cutting tomatoes on a cutting board in a kitchen.
10260,An image of a man cutting a tomato with a knife on a kitchen counter.
10320,An image of a man cutting a tomato with a knife on a kitchen counter.
10380,An image of a man cutting a pizza in a kitchen
10440,An image of a person using a toy to open a drawer.
10500,An image of a man cutting a tomato on a cutting board in a kitchen.
10560,An image of a man using a knife to cut a bottle on a kitchen counter.
10620,An image of a man cutting a knife on a kitchen counter.
10680,An image of a man cutting a tomato with a knife on a kitchen counter.
10740,An image of a man cutting a bottle with a knife on a kitchen counter.
10800,An image of a man cleaning a kitchen counter with a sponge and a bottle of vinegar.
10860,An image of a man cutting a knife on a kitchen counter.
10920,An image of a man cutting a pizza in a kitchen
10980,An image of a woman cutting a red onion on a cutting board in a kitchen.
11040,An image of a man cutting a tomato with a knife on a kitchen counter.
11100,An image of a man cutting tomatoes on a kitchen counter.
11160,An image of a man cutting tomatoes on a cutting board in a kitchen.
11220,An image of a person cutting tomatoes on a cutting board.
11280,An image of a man cutting tomatoes on a cutting board in a kitchen.
11340,An image of a man chopping tomatoes on a cutting board
11400,An image of a person cutting tomatoes on a cutting board.
11460,An image of a man chopping tomatoes on a cutting board.
11520,An image of a man cutting tomatoes on a cutting board.
11580,"An image of a man standing in a kitchen, cutting tomatoes."
11640,An image of a man cutting tomatoes on a cutting board.
11700,An image of a man cutting tomatoes on a cutting board.
11760,An image of a man cutting tomatoes on a cutting board in a kitchen.
11820,An image of a person cutting tomatoes on a cutting board.
11880,An image of a person cutting tomatoes on a cutting board.
11940,An image of a man cutting tomatoes on a cutting board in a kitchen.
12000,An image of a person cutting tomatoes on a cutting board.
12060,An image of a man cutting tomatoes on a cutting board in a kitchen.
12120,An image of a man using a knife to cut a bottle on a kitchen counter.
12180,An image of a man cutting tomatoes on a cutting board in a kitchen.
12240,An image of a person cutting tomatoes on a cutting board in a kitchen.
12300,An image of a person cutting tomatoes on a cutting board.
12360,An image of a man cutting tomatoes on a cutting board in a kitchen.
12420,An image of a man cutting red peppers on a cutting board.
12480,An image of a person cutting a red plastic toy on a kitchen counter.
12540,An image of a man cutting a pizza in a kitchen
12600,An image of a man cutting a pizza in a kitchen
12660,"An image of a man standing in a kitchen, holding a knife and a plate."
12720,An image of a man cutting tomatoes on a cutting board in a kitchen.
12780,An image of a person cutting a tomato on a cutting board.
12840,An image of a man cutting a tomato on a cutting board
12900,An image of a person cutting a tomato on a cutting board.
12960,An image of a man chopping vegetables on a kitchen counter.
13020,An image of a man cutting tomatoes on a cutting board.
13080,An image of a man chopping tomatoes on a cutting board.
13140,An image of a man cutting a tomato on a cutting board
13200,An image of a man cutting tomatoes on a cutting board.
13260,An image of a man cutting tomatoes on a cutting board.
13320,An image of a man cutting tomatoes on a cutting board.
13380,An image of a man cutting a tomato on a cutting board.
13440,An image of a person cutting tomatoes on a cutting board.
13500,An image of a man cutting a tomato on a cutting board.
13560,An image of a man cutting tomatoes on a cutting board.
13620,An image of a man cutting tomatoes on a cutting board.
13680,An image of a man cutting tomatoes on a cutting board.
13740,An image of a man cutting a tomato on a cutting board.
13800,An image of a man cutting a tomato on a cutting board.
13860,An image of a man cutting tomatoes on a cutting board.
13920,An image of a person cutting tomatoes on a cutting board.
13980,An image of a person cutting tomatoes on a cutting board.
14040,An image of a man cutting tomatoes on a cutting board.
14100,An image of a man cutting tomatoes on a cutting board in a kitchen.
14160,An image of a man cutting tomatoes on a cutting board.
14220,An image of a man chopping tomatoes on a kitchen counter.
14280,An image of a man cutting tomatoes on a cutting board.
14340,An image of a man cutting tomatoes on a cutting board.
14400,An image of a man cutting tomatoes on a cutting board.
14460,An image of a person cutting a tomato on a cutting board.
14520,An image of a person cutting tomatoes on a cutting board.
14580,An image of a man cutting tomatoes on a cutting board.
14640,An image of a person cutting tomatoes on a cutting board.
14700,An image of a person cutting tomatoes on a cutting board.
14760,An image of a person cutting tomatoes on a cutting board.
14820,An image of a man cutting tomatoes on a kitchen counter.
14880,An image of a man cutting tomatoes on a cutting board.
14940,An image of a person cutting strawberries on a kitchen counter.
15000,An image of a man cutting tomatoes on a cutting board.
15060,An image of a man cutting tomatoes on a cutting board.
15120,An image of a man cutting tomatoes on a cutting board.
15180,An image of a man cutting tomatoes on a cutting board.
15240,An image of a man cutting tomatoes on a cutting board.
15300,An image of a man cutting tomatoes on a cutting board.
15360,An image of a man cutting tomatoes on a cutting board
15420,An image of a person cutting tomatoes on a cutting board.
15480,An image of a man cutting tomatoes on a cutting board.
15540,An image of a person cutting tomatoes on a cutting board.
15600,An image of a person cutting tomatoes on a cutting board.
15660,An image of a man cutting tomatoes on a kitchen counter.
15720,An image of a man cutting a tomato on a cutting board in a kitchen.
15780,An image of a man cutting tomatoes on a cutting board in a kitchen.
15840,An image of a man cutting tomatoes on a cutting board.
15900,An image of a man cutting tomatoes on a cutting board.
15960,An image of a man cutting tomatoes on a cutting board
16020,"An image of a person standing in a kitchen, cutting a piece of fruit on a white plate."
16080,An image of a man cutting tomatoes on a kitchen counter.
16140,An image of a man chopping tomatoes on a kitchen counter.
16200,An image of a man cutting tomatoes on a kitchen counter.
16260,An image of a man standing in a kitchen and cutting vegetables.
16320,"An image of a man standing in a kitchen, cutting a piece of fruit."
16380,An image of a man stealing a microwave from a kitchen
16440,An image of a man using a knife to cut a pizza in a kitchen.
16500,An image of a man using a knife to cut a piece of meat on a kitchen counter.
16560,"An image of a man standing in a kitchen, holding a plate and a knife."
16620,An image of a man stealing a pizza from a kitchen
16680,"An image of a man standing in a kitchen, cutting a tomato on a cutting board."
16740,An image of a man standing in front of the table with a piece of paper and a plate of food on it.
16800,"An image of a man standing over a table, looking at a piece of paper."
16860,An image of a man using a VR headset to read a document.
16920,An image of a man using a VR headset to read a document.
16980,An image of a man using a VR headset to read a document.
17040,An image of a person wearing a VR headset and looking at a piece of paper.
17100,An image of a person wearing a VR headset and looking at a piece of paper.
17160,An image of a man walking into a kitchen with a plate of food.
17220,An image of a person standing in a kitchen with a plate of food.
17280,An image of a man standing in a kitchen with a bowl of food and a paper in his hand.
17340,An image of a man cutting a tomato on a cutting board in a kitchen.
17400,An image of a man cutting a yellow pepper on a cutting board.
17460,An image of a person cutting a tomato on a cutting board.
17520,An image of a man cutting a yellow pepper on a cutting board in a kitchen.
17580,"An image of a man standing in a kitchen, cutting a toy with a knife."
17640,An image of a man cutting a tomato on a cutting board.
17700,An image of a man standing in a kitchen with a knife and a bowl of food on the counter.
17760,An image of a man using a knife to cut a banana in a kitchen.
17820,An image of a man cutting tomatoes on a cutting board
17880,An image of a man cutting a lemon on a cutting board in a kitchen.
17940,An image of a man walking into a kitchen with a plate of food.
18000,An image of a man standing in a kitchen with a plate of food
18060,An image of a man cutting a tomato on a cutting board in a kitchen.
18120,An image of a man pouring wine into a bowl in a kitchen
18180,An image of a man pouring a bottle of alcohol into a bowl in a kitchen.
18240,An image of a man cutting a green apple on a cutting board in a kitchen.
18300,An image of a woman cutting fruit in a kitchen
18360,"An image of a man standing in a kitchen, preparing a meal."
18420,"An image of a man standing in a kitchen, preparing a meal."
18480,An image of a man standing in a kitchen with a knife and a bowl of food.
18540,"An image of a person standing in a kitchen, cutting a banana."
18600,An image of a man cutting a banana on a cutting board in a kitchen.
18660,An image of a man cutting a banana on a kitchen counter.
18720,An image of a man cutting a banana on a kitchen counter.
18780,An image of a man cooking a meal in a kitchen
18840,"An image of a man standing in a kitchen, preparing food."
18900,An image of a man cutting tomatoes on a cutting board
18960,An image of a man cooking a meal in a kitchen
19020,An image of a man standing in a kitchen with a knife and a red plate.
19080,"An image of a man standing in a kitchen, preparing a cake."
19140,An image of a man cutting a pizza in a kitchen
19200,An image of a man cutting a pizza in a kitchen
19260,An image of a man standing in a kitchen with a knife and a bowl of food.
19320,An image of a man standing in a kitchen with a knife and a bowl of food.
19380,An image of a man cutting tomatoes on a kitchen counter
19440,An image of a man cutting a pizza in a kitchen
19500,An image of a person cutting a tomato on a cutting board
19560,An image of a person cutting a tomato on a cutting board.
19620,An image of a man cutting a banana on a kitchen counter.
19680,An image of a person cutting a banana on a kitchen counter.
19740,An image of a man standing in a kitchen and slicing a tomato.
19800,An image of a man standing in a kitchen and preparing a meal.
19860,"An image of a man standing in a kitchen, holding a knife and preparing food."
19920,An image of a man cutting a banana on a kitchen counter
19980,An image of a man cutting an apple on a kitchen counter.
20040,An image of a person cutting an apple on a cutting board.
20100,An image of a man cooking a meal in a kitchen
20160,An image of a man cutting a cucumber on a cutting board in a kitchen.
20220,An image of a man using a screwdriver to open a drawer.
20280,An image of a man preparing a salad in a kitchen
20340,An image of a man cutting vegetables on a cutting board in a kitchen.
20400,An image of a man cutting a pizza with a knife in a kitchen
20460,An image of a person cutting an avocado on a cutting board.
20520,An image of a man cutting a banana on a cutting board in a kitchen.
20580,An image of a man cutting a banana on a cutting board in a kitchen.
20640,An image of a man cutting a banana on a cutting board in a kitchen.
20700,An image of a person opening a box in a kitchen
20760,An image of a man standing in a kitchen with a knife and a plate of food
20820,An image of a person using a VR headset to cook a meal
20880,"An image of a man standing in a kitchen, holding a knife and preparing food."
20940,An image of a man cutting an avocado on a cutting board in a kitchen.
21000,An image of a man cutting a tomato on a cutting board in a kitchen.
21060,An image of a man cutting a potato on a cutting board in a kitchen.
21120,An image of a man cutting a banana on a kitchen counter.
21180,An image of a man cutting a tomato on a kitchen counter
21240,An image of a man standing in a kitchen and preparing a meal.
21300,An image of a man cooking in a kitchen
21360,An image of a person preparing a meal in a kitchen
21420,An image of a man standing in a kitchen and preparing food.
21480,"An image of a man standing in a kitchen, preparing a meal."
21540,An image of a man preparing a meal in a kitchen
21600,An image of a man cutting a cake in a kitchen
21660,An image of a man standing in a kitchen with a plate of food.
21720,"An image of a person standing in a kitchen, preparing a meal."
21780,An image of a person cutting a watermelon on a cutting board in a kitchen.
21840,"An image of a person standing in a kitchen, preparing a meal."
21900,An image of a person cooking in a kitchen
21960,An image of a man preparing a meal in a kitchen
22020,An image of a person preparing a meal in a kitchen
22080,An image of a man cooking a meal in a kitchen
22140,An image of a man preparing a meal in a kitchen
22200,An image of a man cooking a meal in a kitchen
22260,An image of a person standing in a kitchen with a plate of food.
22320,An image of a woman preparing a meal in a kitchen
22380,"An image of a person standing in a kitchen, preparing a meal."
22440,An image of a person cutting a pizza in a kitchen
22500,"An image of a man standing in a kitchen, preparing a meal."
22560,An image of a man preparing a pizza in a kitchen
22620,"An image of a person standing in a kitchen, preparing a meal."
22680,"An image of a woman standing in a kitchen, holding a yellow rubber duck and preparing a meal."
22740,An image of a man walking into a kitchen with a plate of food.
22800,An image of a man stealing a pizza from a kitchen
22860,An image of a man standing in a kitchen with a plate of food.
22920,An image of a man walking into a kitchen with a plate of food.
22980,An image of a man cutting tomatoes on a cutting board.
23040,An image of a man standing in a kitchen with a plate of tomatoes.
23100,An image of a man standing in a kitchen with a plate of tomatoes.
23160,An image of a man standing in front of an oven with a piece of paper in front
23220,An image of a man wearing a VR headset and looking at a piece of paper.
23280,"An image of a man standing in front of an oven, wearing headphones and looking at a piece of paper."
23340,An image of a man standing in a kitchen with his head bowed over a piece of paper.
23400,An image of a man using a VR headset to read a document.
23460,An image of a man standing in a kitchen with a letter and a plate of food
23520,An image of a man using a VR headset to read a document.
23580,"An image of a man standing in a kitchen with a VR headset on, looking at a piece of paper."
23640,"An image of a man standing in a kitchen with his hands clasped in front of him, looking down at a piece of paper."
23700,"An image of a man standing in front of an open laptop, wearing headphones and looking at a piece of paper."
23760,An image of a man standing in front of an open laptop with his head bowed.
23820,An image of a man standing in a kitchen with a letter and a plate of food in front of him.
23880,An image of a man standing in a kitchen with his head down and a letter in front of him.
23940,An image of a man standing in a kitchen with a letter and a plate of food in front of him.
24000,An image of a man using a VR headset to read a letter.
24060,An image of a man using a VR headset to read a document.
24120,An image of a man using a VR headset to read a document.
24180,An image of a man using a VR headset to read a document
24240,An image of a man using a VR headset to read a document.
24300,An image of a man wearing a VR headset and looking at a piece of paper.
24360,An image of a man using a VR headset to read a recipe
24420,An image of a man using a VR headset to read a document.
24480,An image of a man using a VR headset to read a document.
24540,An image of a man using a VR headset to read a document.
24600,An image of a man wearing a VR headset and looking at a piece of paper.
24660,An image of a man using a VR headset to read a document.
24720,An image of a man using a VR headset to read a document.
24780,An image of a man using a VR headset to read a letter.
24840,An image of a man standing in front of the table with a letter and a plate of food
24900,An image of a man standing in a kitchen with a plate of tomatoes.
24960,An image of a man standing in a kitchen with a plate of tomatoes
25020,An image of a man walking into a kitchen with a plate of tomatoes.
25080,An image of a man stealing a plate of food from a kitchen
25140,An image of a man walking into a kitchen with a plate of food.
25200,An image of a man standing in a kitchen with a plate of tomatoes.
25260,An image of a man stealing a tomato from a kitchen
25320,An image of a man stealing a plate of food from a kitchen
25380,An image of a man standing in a kitchen with a plate of tomatoes.
25440,An image of a man standing in a kitchen with a plate of tomatoes
25500,An image of a man stealing a pizza from a kitchen
25560,An image of a man kneeling on the floor in a kitchen with a plate of food.
25620,An image of a man walking into a kitchen with a plate of tomatoes.
25680,An image of a man standing in a kitchen with a plate of tomatoes.
25740,An image of a man standing in a kitchen with a plate of tomatoes
25800,An image of a man dancing in a kitchen
25860,"An image of a man standing in a kitchen, holding a piece of paper and looking at a plate of tomatoes."
25920,An image of a man tossing a bowl in a kitchen
25980,"An image of a man standing in a kitchen, holding a bowl and looking at a piece of paper."
26040,"An image of a man standing in a kitchen, holding a bowl and looking at a recipe."
26100,An image of a man standing in a kitchen with a plate of tomatoes
26160,An image of a man standing in a kitchen with a plate of food.
26220,An image of a man standing in a kitchen with a bowl of tomatoes and a recipe on the counter.
26280,An image of a person standing in a kitchen with a bowl of tomatoes and a plate of food.
26340,An image of a man cooking a meal in a kitchen
26400,An image of a person standing in a kitchen with a bowl of tomatoes and a recipe on a clipboard.
26460,"An image of a person standing in a kitchen, holding a remote and looking at a bowl of tomatoes."
26520,"An image of a man standing in a kitchen, preparing a meal."
26580,An image of a man standing in a kitchen with a plate of food.
26640,An image of a man standing in a kitchen with a plate of food.
26700,An image of a man standing in a kitchen with a laptop and a bowl of food
26760,An image of a person standing in a kitchen with a plate of food.
26820,An image of a man standing in a kitchen with a plate of food.
26880,An image of a man preparing a meal in a kitchen
26940,An image of a man preparing a meal in a kitchen
27000,An image of a man preparing a pizza in a kitchen
27060,An image of a man standing in a kitchen with a plate of food.
27120,An image of a man standing in a kitchen with a bowl of chopped tomatoes.
27180,An image of a man standing in a kitchen and preparing a meal.
27240,"An image of a man standing in a kitchen, preparing food."
27300,An image of a man stealing food from a refrigerator
27360,An image of a man stealing a fridge from a home in Sydney's west.
27420,An image of a man opening a refrigerator and a plate of food
27480,An image of a man preparing a meal in a kitchen
27540,"An image of a woman standing in a kitchen, preparing a meal."
27600,An image of a man preparing a meal in a kitchen
27660,"An image of a person standing in a kitchen, preparing food."
27720,An image of a woman preparing food in a kitchen
27780,An image of a person preparing food in a kitchen
27840,"An image of a person standing in a kitchen, preparing a meal."
27900,An image of a man preparing a meal in a kitchen
27960,An image of a man preparing a meal in a kitchen
28020,An image of a man preparing a meal in a kitchen
28080,An image of a man preparing a meal in a kitchen
28140,An image of a man preparing a meal in a kitchen
28200,An image of a man preparing a meal in a kitchen
28260,An image of a man preparing a meal in a kitchen
28320,An image of a man preparing a meal in a kitchen
28380,An image of a man preparing a meal in a kitchen
28440,An image of a man preparing a meal in a kitchen
28500,An image of a man pouring a bowl of food into a plate
28560,An image of a man preparing a salad in a kitchen
28620,An image of a man preparing a meal in a kitchen
28680,An image of a man preparing a meal in his kitchen
28740,An image of a man preparing a meal in a kitchen
28800,An image of a man preparing a meal in a kitchen
28860,An image of a man preparing a meal in a kitchen
28920,An image of a man preparing a meal in a kitchen
28980,An image of a man preparing a meal in a kitchen
29040,An image of a man preparing a meal in his kitchen
29100,An image of a man preparing a meal in a kitchen
29160,An image of a man cooking a meal in a kitchen
29220,An image of a woman preparing a meal in her kitchen
29280,An image of a man standing in a kitchen with a plate of food.
29340,An image of a man standing in a kitchen with a plate of food.
29400,An image of a man walking into a kitchen with a plate of food.
29460,An image of a man stealing a bowl of food from a kitchen counter.
29520,An image of a man stealing a knife from a kitchen.
29580,An image of a man opening a kitchen cupboard with a plate of food
29640,An image of a man stealing a microwave from a kitchen.
29700,An image of a man dancing in a kitchen
29760,An image of a woman standing in a kitchen with a plate of food.
29820,An image of a man standing in a kitchen and cooking a meal.
29880,An image of a man opening a refrigerator and putting food in it
29940,An image of a man stealing a freezer from a kitchen.
30000,An image of a man pouring a bowl of food into a blender.
30060,An image of a man preparing a meal in a kitchen
30120,An image of a man preparing a meal in a kitchen
30180,An image of a man preparing a meal in a kitchen
30240,An image of a man preparing a meal in a kitchen
30300,An image of a man preparing a meal in a kitchen
30360,An image of a man preparing a meal in a kitchen
30420,An image of a person preparing food in a kitchen
30480,An image of a man preparing a meal in a kitchen
30540,"An image of a person standing in a kitchen, preparing a meal."
30600,An image of a man preparing a meal in a kitchen
30660,An image of a person preparing food in a kitchen
30720,An image of a man preparing a meal in a kitchen
30780,An image of a man preparing a meal in a kitchen
30840,An image of a man cooking a meal in a kitchen
30900,An image of a man preparing a meal in a kitchen
30960,An image of a man preparing a meal in a kitchen
31020,An image of a man preparing a meal in a kitchen
31080,An image of a man preparing a meal in a kitchen
31140,An image of a man preparing a meal in a kitchen
31200,An image of a person chopping tomatoes in a kitchen
31260,An image of a person preparing a salad in a kitchen
31320,An image of a man preparing a meal in a kitchen
31380,An image of a man preparing a meal in a kitchen
31440,An image of a person preparing a meal in a kitchen
31500,An image of a person preparing a meal in a kitchen
31560,An image of a man preparing a meal in a kitchen
31620,An image of a man preparing a meal in a kitchen
31680,An image of a man preparing a meal in a kitchen
31740,An image of a man preparing a meal in a kitchen
31800,An image of a person standing in a kitchen with a plate of food.
31860,An image of a person standing in a kitchen with a plate of food.
31920,An image of a man standing in a kitchen with a plate of food.
31980,An image of a person standing in a kitchen with a plate of tomatoes.
32040,An image of a man cooking a meal in a kitchen
32100,An image of a man walking into a kitchen with a plate of food.
32160,"An image of a man wearing a virtual reality headset standing in a kitchen, looking at a plate of food."
32220,An image of a man standing in a kitchen with a plate of food.
32280,An image of a man using a virtual reality headset to cook a meal.
32340,"An image of a man standing in front of an empty plate and a bowl of food, with a headset on."
32400,An image of a man standing in a kitchen with a plate of food
32460,An image of a man standing in a kitchen with a bowl of food.
32520,An image of a man chopping tomatoes on a kitchen counter.
32580,An image of a person cooking a meal in a kitchen
32640,"An image of a person standing in a kitchen, preparing a meal."
32700,An image of a man cooking a pizza in a kitchen
32760,"An image of a person standing in a kitchen, preparing a meal."
32820,"An image of a person standing in a kitchen, preparing a meal."
32880,"An image of a person standing in a kitchen, preparing a meal."
32940,"An image of a person standing in a kitchen, preparing food."
33000,An image of a woman walking into a kitchen with a plate of food.
33060,An image of a man kneeling in front of food in a kitchen.
33120,An image of a man kneeling on the floor in a kitchen with a plate of food.
33180,An image of a person sitting at a kitchen counter with a plate of food.
33240,An image of a man kneeling on the floor in a kitchen with a plate of food.
33300,An image of a man kneeling on the floor in a kitchen with a plate of food.
33360,An image of a man sitting on the floor in a kitchen with a plate of food.
