frame,caption
26400,An image of a person standing in a kitchen with a plate of food.
26460,An image of a man standing in a kitchen with a plate of tomatoes
26520,An image of a man cooking a meal in a kitchen
26580,An image of a man standing in a kitchen and cooking a dish.
26640,An image of a man standing in a kitchen with a plate of food.
26700,An image of a man standing in a kitchen with a plate of food
26760,An image of a man standing in a kitchen with a plate of food
26820,An image of a person standing in a kitchen with a plate of tomatoes.
26880,An image of a man standing in a kitchen and preparing a meal.
26940,An image of a man preparing a pizza in a kitchen
27000,An image of a man cooking in a kitchen
27060,An image of a man walking into a kitchen with a pizza and a knife
27120,An image of a man standing in a kitchen with a pizza and a knife
27180,An image of a man standing in a kitchen with a pizza and a knife
27240,An image of a man standing in a kitchen with a pizza and a knife
27300,An image of a man standing in a kitchen with a knife and a pizza
27360,An image of a man standing in a kitchen with a knife and a pizza on the counter.
27420,An image of a man standing in a kitchen with a pizza and a bottle of wine
27480,An image of a man standing in a kitchen with a pizza and a bottle of wine
27540,An image of a man standing in a kitchen with a pizza and a bottle of wine
27600,An image of a man cooking a pizza in a kitchen
27660,An image of a man standing in a kitchen with a pizza and a cup of coffee
27720,An image of a man stealing a pizza from a kitchen
27780,"An image of a man standing in a kitchen, holding a yellow bowl and a pizza."
27840,"An image of a man standing in a kitchen, holding a yellow bowl and a spoon, preparing food."
27900,An image of a man using a knife to cut a pizza on a stovetop.
27960,An image of a man cooking a pizza in a kitchen
28020,An image of a man cooking in a kitchen
28080,An image of a man cooking a pizza in a kitchen
28140,An image of a man cooking a pizza in a kitchen
28200,An image of a man cooking a pizza in a kitchen
28260,An image of a man cooking a pizza in a kitchen
28320,An image of a man cooking a pizza in a kitchen
28380,An image of a man cooking a pizza in a kitchen
28440,An image of a man cooking a pizza in a kitchen
28500,An image of a woman cooking a pizza in her kitchen
28560,An image of a man cooking a pizza in a kitchen
28620,An image of a man cooking in a kitchen
28680,An image of a man cooking in a kitchen
28740,An image of a man cooking in a kitchen
28800,An image of a man cooking in a kitchen
28860,An image of a man cooking in a kitchen
28920,An image of a man cooking a meal in a kitchen
28980,An image of a man cooking in a kitchen
29040,An image of a man cooking a meal in a kitchen
29100,An image of a man cooking a pizza in a kitchen
29160,An image of a man cooking a pizza in a kitchen
29220,An image of a man cooking a meal in a kitchen
29280,An image of a man standing in a kitchen with a knife and a pizza
29340,An image of a man standing in a kitchen with a pizza and a knife
29400,An image of a man standing in a kitchen with a knife and a pizza
29460,An image of a man standing in a kitchen with a knife and a pizza
29520,An image of a man opening a refrigerator in a kitchen
29580,An image of a man opening a kitchen cabinet with a knife.
29640,An image of a man opening a kitchen cabinet
29700,An image of a woman stealing a pizza from a kitchen counter.
29760,An image of a man cooking a pizza in a kitchen
29820,An image of a man standing in a kitchen with a pizza and a knife
29880,An image of a man cooking in a kitchen
29940,An image of a man standing in a kitchen with a knife and a pizza
30000,An image of a man cooking in a kitchen
30060,An image of a man cooking a meal in a kitchen
30120,An image of a man cooking a meal in a kitchen
30180,An image of a man cooking in a kitchen
30240,An image of a man cooking a meal in a kitchen
30300,An image of a man standing in a kitchen with a knife and a bowl
30360,An image of a man cooking in a kitchen
30420,An image of a man cooking in a kitchen
30480,An image of a man cooking in a kitchen
30540,An image of a man cooking in a kitchen
30600,An image of a man cooking in a kitchen
30660,An image of a man cooking in a kitchen
30720,An image of a man cooking in a kitchen
30780,An image of a man cooking in a kitchen
30840,An image of a man cooking in a kitchen
30900,An image of a man cooking in a kitchen
30960,An image of a man cooking in a kitchen
31020,An image of a man cooking in a kitchen
31080,An image of a man cooking in a kitchen
31140,An image of a man cooking in a kitchen
31200,An image of a man cooking a pizza in a kitchen
31260,An image of a man cooking a meal in a kitchen
31320,An image of a man cooking a meal in a kitchen
31380,An image of a man cooking in a kitchen
31440,An image of a man cooking in a kitchen
31500,An image of a man preparing food in a kitchen
31560,An image of a man cooking food in a kitchen
31620,An image of a man cooking in a kitchen
31680,An image of a man cooking in a kitchen
31740,An image of a man standing in a kitchen with a knife in his hand and a bowl of food on the counter.
31800,An image of a man standing in a kitchen with a knife and a bowl of food
31860,An image of a man cooking in a kitchen
31920,An image of a man standing in a kitchen with a knife and a bowl of food.
31980,An image of a man standing in a kitchen with a knife and a plate of food.
32040,An image of a man cooking a meal in a kitchen
32100,An image of a man cooking a meal in a kitchen
32160,An image of a man cooking a meal in a kitchen
32220,An image of a man cooking a meal in a kitchen
32280,An image of a man cooking a meal in a kitchen
32340,An image of a man cooking a meal in a kitchen
32400,An image of a man cooking a meal in a kitchen
32460,An image of a man cooking a meal in a kitchen
32520,An image of a man cooking a meal in a kitchen
32580,An image of a man cooking a meal in a kitchen
32640,An image of a man cooking a meal in a kitchen
32700,An image of a man cooking a meal in a kitchen
32760,An image of a man cooking a meal in a kitchen
32820,An image of a man cooking a meal in a kitchen
32880,An image of a man cooking a meal in a kitchen
32940,An image of a man cooking a meal in a kitchen
33000,An image of a man cooking a meal in a kitchen
33060,An image of a man cooking in a kitchen
33120,An image of a man cooking in a kitchen
33180,An image of a kitchen with a stove and a bowl of food on the stove.
33240,An image of a kitchen with a stove and a bowl of food on the stove
33300,An image of a kitchen with a stove top oven
33360,An image of a kitchen with a stove and a bowl of food on the counter
33420,An image of a man cooking in a kitchen
33480,An image of a woman cooking in a kitchen
33540,An image of a man cooking a meal in a kitchen
33600,An image of a man cooking eggs in a pan on a stove.
33660,An image of a man cooking a pizza in his kitchen
33720,An image of a man cooking a meal in his kitchen
33780,An image of a man cooking a meal in his kitchen.
33840,An image of a man cooking eggs in a pan on the stove.
33900,An image of a man cooking eggs in a pan on a stove.
33960,An image of a man cooking eggs in a pan on the stove.
34020,An image of a man cooking eggs in a pan on a stove.
34080,An image of a man cooking a meal in his kitchen.
34140,"An image of a man standing in a kitchen, looking down at a frying pan and a bowl of food."
34200,An image of a man cooking eggs in a pan on a stove.
34260,An image of a man cooking eggs in a pan on a stove.
34320,An image of a man cooking a meal in his kitchen
34380,An image of a man cooking a meal in his kitchen
34440,An image of a man standing in a kitchen with a frying pan and a bowl of food.
34500,An image of a man cooking a meal in his kitchen.
34560,An image of a man standing in a kitchen with a pan and a bowl of food.
34620,An image of a man standing in a kitchen with a frying pan and a bowl of food.
34680,An image of a man cooking eggs in a pan on a stove
34740,An image of a man cooking a meal in a kitchen
34800,An image of a man cooking in a kitchen
34860,An image of a man standing in a kitchen with a frying pan and a plate of food.
34920,An image of a man standing in a kitchen with a frying pan and a plate of food.
34980,An image of a man standing in a kitchen with a frying pan and a plate of food.
35040,An image of a man standing in a kitchen with a frying pan and a plate of food.
