frame,caption
7740,"An image of a man standing in a kitchen, holding a plate and a knife, preparing food."
7800,An image of a man cutting tomatoes on a cutting board.
7860,An image of a man cutting tomatoes on a cutting board.
7920,An image of a man cutting tomatoes on a cutting board.
7980,An image of a man cutting tomatoes on a cutting board.
8040,An image of a man cutting a tomato on a cutting board.
8100,An image of a man cutting a tomato on a cutting board.
8160,An image of a man cutting a tomato on a cutting board.
8220,An image of a man cutting tomatoes on a cutting board.
8280,An image of a man cutting tomatoes on a cutting board.
8340,An image of a man cutting a tomato on a cutting board.
8400,An image of a person cutting tomatoes on a cutting board.
8460,An image of a man cutting tomatoes on a cutting board.
8520,An image of a man cutting tomatoes on a cutting board.
8580,An image of a man cutting tomatoes on a cutting board.
8640,An image of a man cutting tomatoes on a cutting board.
8700,An image of a man cutting tomatoes on a cutting board.
8760,An image of a man cutting tomatoes on a cutting board.
8820,An image of a man cutting tomatoes on a cutting board.
8880,An image of a man cutting tomatoes on a cutting board.
8940,An image of a man cutting tomatoes on a cutting board.
9000,An image of a man cutting tomatoes on a cutting board.
9060,An image of a man cutting tomatoes on a cutting board.
9120,An image of a man cutting tomatoes on a cutting board.
9180,An image of a man cutting tomatoes on a cutting board.
9240,An image of a man cutting tomatoes on a cutting board.
9300,An image of a man cutting tomatoes on a cutting board.
9360,An image of a man cutting tomatoes on a cutting board.
9420,An image of a man cutting tomatoes on a cutting board.
9480,An image of a man cutting tomatoes on a cutting board.
9540,An image of a man cutting tomatoes on a cutting board.
9600,An image of a man cutting tomatoes on a cutting board.
9660,An image of a man cutting tomatoes on a cutting board.
9720,An image of a man cutting a red bell pepper on a cutting board.
9780,An image of a man cutting tomatoes on a cutting board.
9840,An image of a man cutting tomatoes on a cutting board.
9900,An image of a man cutting tomatoes on a cutting board.
9960,An image of a man cutting tomatoes on a cutting board.
10020,An image of a man cutting tomatoes on a cutting board.
10080,An image of a man cutting tomatoes on a cutting board.
10140,An image of a man cutting tomatoes on a cutting board.
10200,An image of a man cutting a tomato on a cutting board.
10260,An image of a person cutting tomatoes on a cutting board.
10320,An image of a man cutting tomatoes on a cutting board.
10380,An image of a man cutting tomatoes on a cutting board.
10440,An image of a man cutting tomatoes on a cutting board.
10500,An image of a person cutting tomatoes on a cutting board.
10560,An image of a man cutting tomatoes on a cutting board.
10620,An image of a man cutting tomatoes on a cutting board.
10680,An image of a man cutting tomatoes on a cutting board.
10740,An image of a man cutting tomatoes on a cutting board.
10800,An image of a man cutting tomatoes on a cutting board.
10860,An image of a man cutting tomatoes on a cutting board.
10920,An image of a man cutting tomatoes on a cutting board.
10980,An image of a person cutting tomatoes on a cutting board.
11040,An image of a man cutting tomatoes on a cutting board.
11100,An image of a man cutting tomatoes on a cutting board.
11160,An image of a man cutting a tomato on a cutting board.
11220,An image of a man cutting tomatoes on a cutting board.
11280,An image of a man cutting tomatoes on a cutting board.
11340,An image of a man cutting tomatoes on a cutting board.
11400,An image of a person cutting tomatoes on a cutting board.
11460,An image of a man chopping tomatoes on a cutting board.
11520,An image of a man cutting tomatoes on a cutting board.
11580,An image of a man cutting tomatoes on a cutting board.
11640,An image of a man cutting tomatoes on a cutting board.
11700,An image of a man cutting tomatoes on a cutting board.
11760,An image of a man cutting tomatoes on a cutting board.
11820,An image of a man chopping tomatoes on a cutting board.
11880,An image of a person cutting a tomato on a cutting board.
11940,An image of a man chopping tomatoes on a cutting board.
12000,An image of a man cutting a tomato on a cutting board.
12060,An image of a man cutting tomatoes on a cutting board.
12120,An image of a man cutting tomatoes on a cutting board.
12180,An image of a man cutting a tomato on a cutting board.
12240,An image of a man cutting a tomato on a cutting board.
12300,An image of a man cutting a tomato on a cutting board.
12360,An image of a man cutting a tomato on a cutting board.
12420,An image of a man cutting a tomato on a cutting board.
12480,An image of a man cutting a carrot on a cutting board.
12540,An image of a man cutting red bell pepper on a cutting board.
12600,An image of a man cutting tomatoes on a cutting board.
12660,An image of a man cutting tomatoes on a cutting board.
12720,An image of a man chopping tomatoes on a cutting board.
12780,An image of a man cutting a tomato on a cutting board.
12840,An image of a man cutting a tomato on a cutting board.
12900,An image of a person cutting tomatoes on a cutting board.
12960,An image of a man cutting a tomato on a cutting board.
13020,An image of a man cutting tomatoes on a cutting board.
13080,An image of a man cutting tomatoes on a cutting board.
13140,An image of a man cutting a tomato on a cutting board.
13200,An image of a man cutting a tomato on a cutting board.
13260,An image of a man slicing tomatoes on a cutting board.
13320,An image of a man cutting tomatoes on a cutting board.
13380,An image of a man cutting tomatoes on a cutting board.
13440,An image of a man cutting tomatoes on a cutting board.
13500,An image of a man cutting tomatoes on a cutting board.
13560,An image of a man cutting tomatoes on a cutting board.
13620,An image of a man cutting tomatoes on a cutting board.
13680,An image of a man chopping tomatoes on a cutting board.
13740,An image of a man cutting tomatoes on a cutting board.
13800,An image of a man cutting tomatoes on a cutting board.
13860,An image of a man cutting tomatoes on a cutting board.
13920,An image of a man cutting tomatoes on a cutting board.
13980,An image of a man cutting tomatoes on a cutting board.
14040,An image of a man cutting tomatoes on a cutting board.
14100,An image of a man cutting tomatoes on a cutting board.
14160,An image of a man slicing tomatoes on a cutting board.
14220,An image of a man cutting tomatoes on a cutting board.
14280,An image of a man cutting tomatoes on a cutting board.
14340,An image of a man cutting tomatoes on a cutting board.
14400,An image of a man cutting tomatoes on a cutting board.
14460,An image of a man cutting a tomato on a cutting board.
14520,An image of a man chopping tomatoes on a cutting board.
14580,An image of a man cutting tomatoes on a cutting board.
14640,An image of a man cutting tomatoes on a cutting board.
14700,An image of a man cutting tomatoes on a cutting board.
14760,An image of a man cutting tomatoes on a cutting board.
14820,An image of a man cutting tomatoes on a cutting board.
14880,An image of a man cutting tomatoes on a cutting board.
14940,An image of a man cutting tomatoes on a cutting board.
15000,An image of a man cutting a tomato on a cutting board.
15060,An image of a man cutting tomatoes on a cutting board.
15120,An image of a person cutting tomatoes on a cutting board.
15180,An image of a man cutting tomatoes on a cutting board.
15240,An image of a person cutting tomatoes on a cutting board.
15300,An image of a man cutting tomatoes on a cutting board.
15360,An image of a man cutting a tomato on a cutting board.
15420,An image of a person cutting a tomato on a cutting board.
15480,An image of a man cutting tomatoes on a cutting board.
15540,An image of a man cutting tomatoes on a cutting board.
15600,An image of a person cutting tomatoes on a cutting board.
15660,An image of a man cutting tomatoes on a cutting board.
15720,An image of a man cutting tomatoes on a cutting board.
15780,An image of a man cutting tomatoes on a cutting board.
15840,An image of a man cutting a tomato on a cutting board.
15900,An image of a man cutting tomatoes on a cutting board.
15960,An image of a man cutting carrots on a cutting board.
16020,An image of a man cutting red bell peppers on a cutting board.
16080,An image of a man cutting tomatoes on a cutting board.
16140,An image of a man cutting tomatoes on a cutting board.
16200,An image of a man chopping tomatoes on a cutting board.
16260,An image of a man cutting tomatoes on a cutting board.
16320,An image of a man cutting tomatoes on a cutting board.
16380,An image of a man cutting tomatoes on a cutting board.
16440,An image of a man cutting tomatoes on a cutting board.
16500,An image of a man cutting tomatoes on a cutting board.
16560,An image of a man chopping tomatoes on a cutting board.
16620,An image of a man chopping red peppers on a cutting board.
16680,An image of a man chopping red peppers on a cutting board.
16740,An image of a man preparing food in a kitchen
16800,An image of a man preparing food in a kitchen
16860,An image of a man standing in a kitchen with a plate of chopped tomatoes
16920,An image of a man preparing food in a kitchen
16980,"An image of a person standing in a kitchen, preparing food."
17040,An image of a man standing in a kitchen with a plate of chopped tomatoes
17100,An image of a man preparing food in a kitchen
17160,An image of a person standing in a kitchen with a plate of chopped tomatoes.
17220,An image of a kitchen counter and a plate of chopped tomatoes
17280,"An image of a person standing in a kitchen, preparing food."
17340,An image of a man preparing food in a kitchen
17400,An image of a man preparing food in a kitchen
17460,An image of a man chopping red peppers on a cutting board.
17520,An image of a man cutting red bell pepper on a cutting board
17580,An image of a man preparing food in a kitchen
17640,An image of a man pouring a drink into a cup in a kitchen
17700,An image of a man preparing food in a kitchen
17760,An image of a man preparing a meal in a kitchen
17820,An image of a man cooking a meal in a kitchen
17880,An image of a man preparing a salad in his kitchen video
17940,An image of a kitchen table and a plate of chopped tomatoes
18000,An image of a kitchen counter and a plate of chopped tomatoes
18060,An image of a man cutting red bell pepper on a cutting board.
18120,An image of a man pouring olive oil into a bowl of chopped tomatoes.
18180,An image of a man pouring olive oil into a bowl of chopped tomatoes.
18240,An image of a man cutting vegetables on a cutting board.
18300,An image of a man preparing a salad in a kitchen
18360,An image of a man preparing a salad in his kitchen.
18420,An image of a man cutting red bell peppers on a cutting board.
18480,An image of a man cutting tomatoes on a plate video
18540,An image of a man cooking a meal in his kitchen.
18600,An image of a man cutting red bell pepper on a cutting board
18660,An image of a man cutting red bell peppers on a cutting board.
18720,An image of a man preparing food in a kitchen
18780,An image of a man cutting tomatoes on a cutting board.
18840,An image of a man preparing a meal in his kitchen
18900,An image of a man preparing a meal in a kitchen
18960,An image of a man cooking a meal at home video
19020,An image of a man preparing sushi in the kitchen
19080,An image of a man preparing a meal in his kitchen.
19140,An image of a man preparing a meal in his kitchen
19200,An image of a man preparing food in a kitchen
19260,An image of a man preparing a meal in the kitchen video
19320,An image of a man cutting a red bell pepper on a cutting board.
19380,An image of a man preparing food in a kitchen
19440,An image of a man cutting red bell peppers on a cutting board.
19500,An image of a man preparing food in a kitchen
19560,An image of a man preparing a meal in his kitchen
19620,An image of a man slicing red bell peppers on a cutting board.
19680,An image of a man preparing a salad in his kitchen
19740,An image of a man preparing a meal in his kitchen
19800,An image of a man chopping tomatoes on a cutting board.
19860,An image of a man preparing a meal in his kitchen.
19920,An image of a man preparing a salad in his kitchen.
19980,An image of a man preparing a salad in a kitchen
20040,An image of a man preparing a salad in the kitchen
20100,An image of a man cutting red bell peppers on a cutting board.
20160,An image of a man preparing a salad in a kitchen
20220,An image of a man chopping red peppers on a cutting board.
20280,An image of a man preparing a salad in a kitchen
20340,An image of a man preparing a salad in a kitchen
20400,An image of a man chopping red peppers on a cutting board.
20460,An image of a man chopping red bell peppers on a cutting board.
20520,An image of a man preparing a meal in his kitchen
20580,An image of a man chopping red bell peppers on a cutting board.
20640,An image of a man preparing a meal in a kitchen
20700,An image of a man chopping red bell peppers on a cutting board.
20760,An image of a man preparing food in a kitchen
20820,An image of a man preparing a salad in the kitchen video
20880,An image of a man preparing a meal in a kitchen
20940,An image of a man cutting red bell pepper on a cutting board
21000,An image of a man preparing a salad in the kitchen video
21060,An image of a man preparing a salad in the kitchen video
21120,An image of a man preparing a meal in a kitchen
21180,An image of a man preparing a meal in his kitchen
21240,An image of a man slicing a tomato on a plate.
21300,An image of a man preparing a meal in the kitchen
21360,An image of a man preparing a meal in a kitchen
21420,An image of a man preparing a salad in a kitchen
21480,An image of a man cutting tomatoes on a plate.
21540,An image of a man cutting tomatoes on a plate with a knife and a fork.
21600,An image of a man cutting tomatoes on a plate.
21660,An image of a man cutting tomatoes on a white plate
21720,An image of a man cutting tomatoes on a white plate.
21780,An image of a man preparing a meal in a kitchen
21840,An image of a man preparing a salad in a kitchen
21900,An image of a man preparing a meal in a kitchen
21960,An image of a man cutting tomatoes on a white plate.
22020,An image of a man preparing a meal in a kitchen
22080,An image of a man cutting tomatoes on a plate.
22140,An image of a man cutting tomatoes on a white plate.
22200,An image of a man chopping tomatoes on a white plate.
22260,An image of a man cutting tomatoes on a white plate.
22320,An image of a man cutting tomatoes on a white plate.
22380,An image of a man cutting tomatoes on a plate with a knife and a cutting board.
22440,An image of a man preparing a meal in his kitchen
22500,An image of a man cutting tomatoes on a white plate.
22560,An image of a man cutting tomatoes on a cutting board and putting them in a bowl.
22620,An image of a man preparing a salad in the kitchen video
22680,An image of a man cutting tomatoes on a cutting board.
22740,An image of a man preparing a salad in a kitchen
22800,"An image of a plate of tomatoes, with a knife and a fork on the table, and someone standing in the background."
22860,An image of a knife and a plate of tomatoes on a kitchen counter
22920,"An image of a plate of tomatoes, with a knife and a fork on the table, and someone standing in the background."
22980,An image of a man cutting tomatoes on a plate video
23040,An image of a plate of tomatoes
23100,An image of a man preparing a tomato salad in a kitchen
23160,An image of a man preparing a meal in a kitchen
23220,An image of a man preparing a meal in a kitchen
23280,An image of a man preparing a tomato salad in a kitchen
23340,An image of a man preparing a meal in a kitchen
23400,An image of a man preparing a tomato salad in a kitchen
23460,An image of a man preparing a tomato salad in a kitchen
23520,An image of a man preparing a tomato salad in a kitchen
23580,An image of a man preparing a tomato salad in a kitchen
23640,An image of a man standing in a kitchen and preparing a dish.
23700,An image of a man preparing a tomato salad in a kitchen
23760,An image of a man preparing a tomato salad in a kitchen
23820,An image of a man preparing a tomato salad in a kitchen
23880,An image of a man standing in a kitchen and preparing a dish.
23940,An image of a man preparing a meal in a kitchen
24000,An image of a man preparing a tomato salad in a kitchen
24060,An image of a man preparing a meal in a kitchen
24120,An image of a man preparing a meal in a kitchen
24180,An image of a man preparing a tomato salad in a kitchen
24240,An image of a man preparing a dish in a kitchen
24300,An image of a man preparing a meal in a kitchen
24360,An image of a man preparing a meal in a kitchen
24420,An image of a man preparing a meal in a kitchen
24480,An image of a man preparing a meal in a kitchen
24540,An image of a man preparing a meal in a kitchen
24600,An image of a man preparing a meal in a kitchen
24660,An image of a man preparing a meal in a kitchen
24720,An image of a man preparing a meal in a kitchen
24780,An image of a man preparing a meal in a kitchen
24840,An image of a man preparing a tomato salad in a kitchen
24900,An image of a man preparing a tomato salad in a kitchen
24960,An image of a man preparing a tomato salad in a kitchen
25020,An image of a plate of tomatoes
25080,"An image of a plate of tomatoes, with a person standing in the background"
25140,An image of a plate of tomatoes
25200,An image of a woman preparing a salad in a kitchen
25260,An image of a man preparing a meal in a kitchen
25320,"An image of a person standing in a kitchen, looking down at a plate of tomatoes."
25380,An image of a man preparing a salad in a kitchen
25440,An image of a person standing in a kitchen and preparing a dish.
25500,An image of a woman preparing a salad in a kitchen
25560,"An image of a person standing in a kitchen, looking down at a plate of tomatoes."
25620,An image of a woman preparing a salad in a kitchen
25680,An image of a plate of tomatoes
25740,An image of a man preparing a salad in a kitchen
25800,An image of a man preparing a tomato salad in a kitchen
25860,"An image of a man standing in a kitchen, looking down at a plate of tomatoes."
25920,An image of a man pouring water into a bowl of tomatoes
25980,An image of a man cooking a tomato sauce in a kitchen video
26040,An image of a man cooking a dish in the kitchen video
26100,An image of a woman preparing a salad in a kitchen
26160,An image of a man preparing a tomato sauce in a kitchen
26220,An image of a bowl of tomatoes and a pan of tomatoes on a kitchen counter
26280,An image of a bowl of tomatoes
26340,An image of a person pouring tomatoes into a bowl.
26400,An image of a white plate of tomatoes and a pot on a stove
26460,An image of a person walking away from a table with a bowl of tomatoes.
26520,An image of a man preparing a meal in a kitchen
26580,An image of a man cooking a dish in a kitchen
26640,An image of a person standing in a kitchen preparing a dish.
26700,"An image of a person standing in a kitchen, preparing food."
26760,An image of a kitchen counter and a plate of tomatoes
26820,An image of a table and a bowl of tomatoes
26880,An image of a man preparing a tomato sauce in a kitchen
26940,An image of a man preparing a tomato salad in the kitchen
27000,An image of a man making pizza in the kitchen
27060,An image of a man cooking a meal in a kitchen
27120,An image of a woman cooking a tomato sauce in a kitchen
27180,An image of a man cooking a tomato sauce in a kitchen
27240,"An image of a man standing in a kitchen, preparing a meal."
27300,An image of a man standing in a kitchen with a knife and a bowl of food
27360,An image of a man cooking in a kitchen
27420,An image of a man pouring a can of tomato sauce into a bowl
27480,An image of a man preparing a meal in a kitchen
27540,An image of a man preparing a meal in a kitchen
27600,An image of a man preparing a meal in a kitchen
27660,An image of a man preparing food in a kitchen
27720,An image of a kitchen counter and a person walking by
27780,An image of a man preparing a meal in a kitchen
27840,An image of a man preparing a meal in his kitchen
27900,An image of a man cooking a meal in a kitchen
27960,An image of a man preparing a meal in the kitchen
28020,An image of a man preparing a meal in his kitchen
28080,An image of a man preparing a meal in his kitchen
28140,An image of a man making a smoothie in a kitchen
28200,An image of a man preparing a meal in his kitchen
28260,An image of a man making a tomato sauce in a kitchen
28320,An image of a man preparing a meal in his kitchen
28380,An image of a man cracking an egg into a bowl in a kitchen
28440,An image of a man preparing a meal in his kitchen
28500,An image of a man preparing a meal in his kitchen
28560,An image of a man preparing a meal in his kitchen
28620,An image of a man preparing a meal in his kitchen
28680,An image of a man cracking an egg into a bowl.
28740,An image of a man preparing a meal in his kitchen
28800,An image of a man making a tomato omelette in his kitchen
28860,An image of a man making a tomato omelette in his kitchen
28920,An image of a man preparing a meal in his kitchen
28980,An image of a man cracking an egg into a bowl.
29040,An image of a man preparing a meal in his kitchen
29100,An image of a man cracking an egg into a bowl.
29160,An image of a man preparing a meal in his kitchen
29220,An image of a man preparing a meal in his kitchen
29280,An image of a man cooking a meal in a kitchen
29340,An image of a man preparing food in a kitchen
29400,An image of a man cooking a meal in a kitchen
29460,An image of a man cooking food in a kitchen
29520,An image of a man cooking a meal in a kitchen
29580,An image of a man cooking a meal in a kitchen
29640,An image of a man cooking a meal in a kitchen
29700,An image of a woman preparing a meal in a kitchen
29760,An image of a man preparing a meal in the kitchen
29820,An image of a woman preparing a meal in the kitchen
29880,An image of a man preparing a meal in the kitchen
29940,An image of a man cooking a meal in a kitchen
30000,An image of a man preparing a meal in his kitchen
30060,An image of a man preparing a meal in his kitchen
30120,An image of a man preparing a meal in a kitchen
30180,An image of a man preparing a meal in a kitchen
30240,An image of a man preparing a tomato sauce in a kitchen
30300,An image of a man preparing a meal in his kitchen
30360,An image of a man preparing a meal in a kitchen
30420,An image of a man preparing a meal in the kitchen
30480,An image of a man preparing a meal in a kitchen
30540,An image of a man preparing a meal in a kitchen
30600,An image of a man preparing a meal in a kitchen
30660,An image of a man preparing a meal in a kitchen
30720,An image of a man preparing a meal in the kitchen
30780,An image of a man preparing a meal in a kitchen
30840,An image of a man preparing a meal in his kitchen
30900,An image of a man preparing a meal in a kitchen
30960,An image of a man preparing a meal in a kitchen
31020,An image of a man preparing a meal in his kitchen
31080,An image of a man preparing a meal in his kitchen
31140,An image of a man preparing a meal in the kitchen
31200,An image of a man preparing a meal in his kitchen
31260,An image of a man preparing a meal in his kitchen
31320,An image of a man preparing a meal in his kitchen
31380,An image of a man preparing a meal in a kitchen
31440,An image of a man preparing a meal in a kitchen
31500,An image of a man making a pizza in his kitchen
31560,An image of a man preparing a meal in a kitchen
31620,An image of a man making a pizza in his kitchen
31680,An image of a man preparing a meal in his kitchen
31740,An image of a man cooking a meal in a kitchen
31800,An image of a kitchen counter and a person preparing food
31860,An image of a man preparing food in a kitchen
31920,An image of a woman cooking a meal in a kitchen
31980,An image of a person preparing food in a kitchen
32040,An image of a man preparing a meal in a kitchen
32100,An image of a man preparing a meal in the kitchen video
32160,An image of a man preparing a meal in a kitchen
32220,An image of a man preparing a meal in a kitchen
32280,An image of a man preparing a meal in a kitchen
32340,An image of a man standing in a kitchen with a bowl of tomato sauce and a plate of pasta
32400,An image of a man preparing a meal in a kitchen
32460,An image of a man preparing a meal in a kitchen
32520,An image of a man preparing a pizza in his kitchen
32580,An image of a man preparing a meal in his kitchen
32640,An image of a man preparing a meal in his kitchen
32700,An image of a man preparing a meal in his kitchen
32760,An image of a man preparing a meal in his kitchen
32820,An image of a man preparing a meal in his kitchen
32880,An image of a man preparing a pizza in his kitchen
32940,An image of a man preparing a meal in the kitchen
33000,An image of a man preparing a meal in a kitchen
33060,An image of a man cooking a pizza in a kitchen
33120,An image of a man cooking a pizza in a kitchen
33180,An image of a kitchen table and a cooker
33240,An image of a man cooking a pizza in a kitchen
33300,An image of a man cooking a pizza in a kitchen
33360,An image of a man cooking a pizza in a kitchen
33420,An image of a man cooking a pizza in a kitchen
33480,An image of a man cooking a pizza in a kitchen
33540,An image of a man preparing a dish in a kitchen
33600,An image of a man cooking a tomato sauce in a pan
33660,An image of a man cooking a crepe in a pan.
33720,An image of a man preparing a meal in a kitchen
33780,An image of a man cooking a crepe in his kitchen.
33840,An image of a man cooking a crepe in his kitchen
33900,An image of a man cooking a crepe in his kitchen.
33960,An image of a man cooking a crepe in his kitchen
34020,An image of a man cooking a crepe in his kitchen.
34080,An image of a man cooking a meal in a kitchen
34140,An image of a man standing in a kitchen with a pan of food and a plate of food on the table.
34200,An image of a man cooking a crepe in a kitchen
34260,An image of a man cooking a crepe in a kitchen
34320,An image of a man cooking a pizza in his kitchen
34380,"An image of a man standing in a kitchen, preparing a meal."
34440,"An image of a man standing in a kitchen, looking down at a table with a bowl of food and a plate of food."
34500,"An image of a person standing in a kitchen, preparing a meal."
34560,An image of a woman standing in her kitchen and preparing a meal.
34620,An image of a woman preparing food in a kitchen
34680,An image of a woman preparing a meal in a kitchen
34740,An image of a man preparing a pizza in a kitchen
34800,An image of a man preparing a pizza in his kitchen
34860,An image of a man walking into the kitchen with a cane and a bowl of food on the table.
34920,An image of a man preparing a meal in a kitchen
34980,An image of a man standing in a kitchen with a cane and a bowl of food on the table.
35040,An image of a man preparing a meal in his kitchen
35100,An image of a man standing in front of an empty kitchen table with a bowl of food and a plate of food on it.
35160,An image of a man standing in front of the kitchen table with a bowl of food and a plate of food
35220,An image of a man standing in front of an empty kitchen counter with a rolling pin and a plate of food.
35280,"An image of a man standing in a kitchen, preparing a meal."
35340,An image of a man standing in front of an empty table with a bowl of food and a plate of food on it.
35400,An image of a man standing in front of an empty kitchen counter with a plate of food.
35460,An image of a man cooking a pizza in his kitchen
35520,An image of a man preparing a pizza in his kitchen
35580,An image of a man cooking a pizza in his kitchen
35640,An image of a man cooking a pizza in his kitchen.
35700,An image of a man cooking a meal in a kitchen
